Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
SP116409	6.58E-01	7.55E-01	7.72E-01	7.31E-01	0.00E+00	3.15E-01	4.78E-01	1.33E+00	8.04E-01	1.09E+00
SP116416	2.91E-01	1.67E-01	4.77E-01	2.90E-01	0.00E+00	2.56E-01	4.09E-01	5.58E-01	4.29E-01	3.63E-01
SP116424	4.07E-01	1.94E-01	3.09E-01	1.66E-01	0.00E+00	2.28E-01	3.00E-02	5.45E-01	3.35E-01	5.31E-01
SP116515	9.81E-01	1.04E-01	9.86E-01	5.00E-01	2.07E-01	5.88E-01	5.10E-01	4.82E-01	6.08E-01	3.69E-01
SP116499	8.54E-01	4.66E-01	9.60E-01	9.59E-01	3.96E-01	6.88E-01	5.96E-01	5.44E-01	6.12E-01	4.25E-01
SP116505	4.92E-01	1.58E+00	1.05E+00	1.65E+00	2.53E-01	5.44E-01	3.55E-01	8.80E-01	4.35E-01	4.22E-01
SP116509	8.97E-01	7.45E-01	1.19E+00	1.27E+00	2.08E-01	7.79E-01	7.61E-01	1.05E+00	6.83E-01	4.37E-01
SP116437	6.63E-01	3.56E-01	7.13E-01	3.38E-01	0.00E+00	7.59E-02	1.41E-01	8.35E-01	5.17E-01	4.24E-01
SP116512	1.10E+00	1.37E+00	2.10E+00	1.71E+00	0.00E+00	6.69E-01	0.00E+00	1.27E+00	4.28E-01	3.42E+00
SP116465	4.01E-01	1.51E-01	5.42E-01	1.14E+00	0.00E+00	6.29E-01	4.71E-01	3.39E+00	3.81E-01	2.96E+00
SP116496	2.82E+00	9.68E-01	2.66E+00	1.34E+00	0.00E+00	1.33E+00	1.35E+00	3.16E+00	1.63E+00	1.93E+00
SP116525	1.38E+00	8.41E-01	1.94E+00	1.02E+00	0.00E+00	6.94E-01	3.34E-01	1.76E+00	7.25E-01	1.02E+00
SP116481	3.53E-01	3.97E-01	5.57E-01	6.29E-01	1.52E-01	1.87E-01	1.98E-01	2.96E-01	1.30E-01	1.90E-01
SP116586	5.44E-01	2.51E-01	8.55E-01	3.86E-01	0.00E+00	4.56E-01	3.17E-01	8.26E-01	4.58E-01	3.83E-01
SP116528	1.23E+00	1.50E+00	1.38E+00	1.16E+00	0.00E+00	5.74E-01	9.79E-01	1.44E+00	9.27E-01	8.72E-01
SP116589	1.50E+00	1.23E+00	1.87E+00	1.38E+00	3.85E-01	1.15E+00	1.65E+00	2.56E+00	1.66E+00	7.61E-01
SP116406	5.59E-01	4.59E-01	9.54E-01	8.04E-01	0.00E+00	5.17E-01	2.49E-01	7.75E-01	2.64E-01	7.87E-01
SP116484	3.20E-01	2.44E-01	4.94E-01	3.58E-01	1.54E-01	2.02E-01	1.02E-01	3.90E-01	1.69E-01	3.53E-01
SP116453	6.20E-01	5.41E-01	9.64E-01	5.42E-01	0.00E+00	2.76E-01	7.24E-01	1.13E+00	4.39E-01	6.49E-01
SP116469	2.79E+00	7.04E-01	2.35E+00	9.69E-01	0.00E+00	1.23E+00	1.06E+00	2.98E+00	1.50E+00	1.32E+00
SP116578	3.78E+00	9.23E-01	2.23E+00	1.54E+00	0.00E+00	2.52E+00	1.66E+00	3.08E+00	2.01E+00	1.80E+00
SP116531	5.39E-01	5.74E-01	1.02E+00	4.77E-01	0.00E+00	9.76E-02	6.49E-01	1.40E+00	5.97E-01	6.14E-01
SP116593	7.40E-02	2.70E-01	7.98E-01	5.38E-01	1.52E-01	2.15E-01	6.36E-02	5.99E-01	3.60E-01	2.33E-01
SP116487	2.66E-01	3.15E-01	3.35E-01	2.39E-01	8.00E-02	3.59E-01	3.33E-01	3.41E-01	1.78E-01	3.90E-01
SP116456	2.66E-01	2.18E-01	4.80E-01	2.39E-01	0.00E+00	0.00E+00	7.40E-01	7.22E-01	8.00E-01	4.19E-01
SP116472	1.05E+00	9.76E-01	9.96E-01	1.31E+00	2.34E-01	1.06E+00	8.29E-01	1.21E+00	7.03E-01	8.76E-01
SP116518	1.07E+00	2.44E+00	2.22E+00	3.00E+00	3.08E-01	7.99E-01	1.48E+00	2.26E+00	8.53E-01	1.12E+00
SP116412	4.35E-01	7.40E-01	7.42E-01	9.64E-01	0.00E+00	9.25E-02	1.36E-01	2.95E-01	4.72E-01	4.05E-01
SP116534	7.02E-01	5.12E-01	6.63E-01	6.95E-01	0.00E+00	5.49E-01	4.56E-01	6.95E-01	6.59E-01	4.44E-01
SP116596	2.06E+00	8.42E-01	2.31E+00	8.00E-01	0.00E+00	1.02E+00	1.10E+00	2.71E+00	1.96E+00	1.24E+00
SP116490	1.77E-01	9.08E-01	1.07E+00	1.37E+00	0.00E+00	6.01E-01	2.56E-01	9.22E-01	4.87E-01	5.26E-01
SP116459	9.25E-01	9.08E-01	1.03E+00	1.14E+00	0.00E+00	6.17E-01	5.66E-01	1.14E+00	8.39E-01	7.45E-01
SP116475	3.47E-01	7.55E-01	9.34E-01	9.76E-01	4.00E-02	2.81E-01	3.98E-01	8.17E-01	4.74E-01	4.08E-01
SP116520	1.19E+00	8.23E-01	1.51E+00	1.20E+00	0.00E+00	7.79E-01	3.30E-01	1.54E+00	8.00E-01	6.51E-01
SP116431	1.25E+00	9.85E-01	1.54E+00	1.19E+00	2.85E-01	3.50E-01	6.24E-01	1.49E+00	1.15E+00	8.56E-01
SP116582	1.41E+00	1.30E+00	1.74E+00	1.69E+00	0.00E+00	1.22E+00	9.84E-01	1.87E+00	1.15E+00	8.27E-01
SP116599	2.79E-01	1.06E+00	9.59E-01	1.35E+00	0.00E+00	3.61E-01	2.00E-01	6.88E-01	6.22E-01	4.87E-01
SP116478	3.91E-01	8.96E-01	1.12E+00	1.21E+00	2.00E-01	3.95E-01	3.65E-01	8.05E-01	4.33E-01	4.31E-01
SP116462	6.00E-01	7.13E-01	8.58E-01	6.26E-01	0.00E+00	3.65E-01	2.91E-01	6.86E-01	4.40E-01	5.57E-01
SP116523	7.59E-01	8.19E-01	7.62E-01	8.06E-01	0.00E+00	3.11E-01	3.49E-01	9.74E-01	3.97E-01	1.79E-01
SP116434	4.37E-01	3.10E-01	2.47E-01	1.72E-01	0.00E+00	1.92E-01	2.64E-01	2.51E-01	2.17E-01	1.71E-01
SP122725	1.38E+00	1.22E+00	1.20E+00	1.26E+00	0.00E+00	8.87E-01	6.19E-01	1.08E+00	6.35E-01	1.03E+00
SP122476	1.40E+00	6.41E-01	1.56E+00	9.37E-01	4.74E-01	1.16E+00	9.04E-01	1.56E+00	1.37E+00	7.00E-01
SP122372	2.10E+00	6.42E-02	1.83E+00	1.61E-01	0.00E+00	8.72E-01	7.99E-01	1.17E+00	1.29E+00	8.87E-01
SP122489	8.74E-01	7.69E-01	1.65E+00	1.04E+00	0.00E+00	4.26E-01	6.55E-01	1.84E+00	1.09E+00	6.56E-01
SP122560	8.97E-01	8.80E-01	9.80E-01	7.93E-01	0.00E+00	7.97E-01	7.93E-01	8.30E-01	7.04E-01	6.28E-01
SP122590	9.58E-01	6.67E-01	1.15E+00	1.03E+00	0.00E+00	6.66E-01	6.11E-01	1.12E+00	6.05E-01	6.31E-01
SP122714	8.76E-01	4.58E-01	1.15E+00	6.15E-01	2.24E-01	6.09E-01	5.42E-01	1.36E+00	4.64E-01	9.48E-01
SP121870	7.33E-01	1.22E+00	1.60E+00	1.55E+00	1.50E-01	5.60E-01	6.43E-01	1.46E+00	8.05E-01	7.16E-01
SP123010	1.08E+00	1.09E+00	1.33E+00	7.45E-01	1.93E-01	6.81E-01	8.61E-01	2.36E+00	4.97E-01	1.72E+00
SP121865	1.33E+00	6.37E-01	1.38E+00	1.01E+00	2.22E-01	6.44E-01	4.87E-01	1.44E+00	1.05E+00	7.89E-01
SP122676	9.27E-01	1.23E+00	1.64E+00	1.33E+00	2.49E-01	8.16E-01	4.38E-01	1.23E+00	9.31E-01	8.26E-01
SP122412	1.06E+00	5.69E-01	1.09E+00	4.67E-01	2.60E-01	7.35E-01	7.24E-01	1.28E+00	5.84E-01	9.58E-01
SP122392	2.41E+00	1.45E+00	2.73E+00	1.70E+00	2.64E-01	2.33E+00	8.10E-01	4.15E+00	1.25E+00	2.90E+00
SP122634	1.41E+00	7.24E-01	1.12E+00	8.78E-01	0.00E+00	7.55E-01	5.71E-01	1.52E+00	8.07E-01	1.05E+00
SP122702	1.12E+00	8.25E-01	1.54E+00	1.04E+00	3.11E-01	6.21E-01	9.70E-01	1.64E+00	1.76E+00	7.12E-01
SP121828	1.19E+00	7.86E-01	1.49E+00	4.76E-01	1.83E-01	7.63E-01	5.52E-01	2.18E+00	1.24E+00	1.19E+00
SP121783	1.38E+00	5.16E-01	2.37E+00	7.26E-01	0.00E+00	9.47E-01	6.24E-01	2.50E+00	1.73E+00	1.25E+00
SP121774	1.55E+00	1.02E+00	3.07E+00	1.49E+00	0.00E+00	8.78E-01	9.12E-01	3.67E+00	2.05E+00	1.66E+00
SP121790	1.15E+00	6.54E-01	1.87E+00	1.09E+00	1.98E-01	7.27E-01	7.05E-01	2.09E+00	1.07E+00	8.92E-01
SP121859	1.13E+00	7.68E-01	1.42E+00	8.78E-01	0.00E+00	6.59E-01	8.22E-01	1.87E+00	1.43E+00	7.89E-01
SP121808	1.04E+00	5.36E-01	1.19E+00	3.93E-01	2.69E-01	4.26E-01	6.86E-01	1.34E+00	9.21E-01	7.39E-01
SP121781	1.95E+00	1.20E+00	2.30E+00	1.68E+00	0.00E+00	1.04E+00	8.64E-01	3.77E+00	1.75E+00	2.96E+00
SP121763	9.85E-01	5.16E-01	1.28E+00	5.85E-01	0.00E+00	8.14E-01	5.01E-01	1.25E+00	7.00E-01	7.33E-01
SP121811	1.23E+00	5.43E-01	1.96E+00	4.83E-01	0.00E+00	9.96E-01	6.99E-01	2.25E+00	1.38E+00	1.16E+00
SP121852	1.27E+00	7.89E-01	1.70E+00	8.67E-01	3.40E-01	8.71E-01	1.05E+00	1.63E+00	1.37E+00	7.62E-01
SP122361	1.91E+00	2.36E+00	4.30E+00	2.90E+00	2.16E-01	1.15E+00	1.50E+00	5.83E+00	1.91E+00	3.45E+00
SP121837	1.06E+00	4.06E-01	9.22E-01	5.50E-01	0.00E+00	7.18E-01	3.87E-01	1.30E+00	8.59E-01	7.48E-01
SP121824	9.68E-01	5.75E-02	1.14E+00	1.63E-01	0.00E+00	5.95E-01	4.57E-01	1.34E+00	6.95E-01	6.80E-01
SP121841	7.08E-01	2.45E-01	9.67E-01	7.60E-01	0.00E+00	4.20E-01	3.10E-01	9.13E-01	6.32E-01	4.23E-01
SP121831	1.10E+00	8.07E-01	2.45E+00	1.12E+00	3.86E-01	7.01E-01	3.90E-01	2.31E+00	1.37E+00	1.08E+00
SP121761	1.64E+00	9.97E-01	2.02E+00	1.32E+00	2.25E-01	9.66E-01	3.69E-01	1.51E+00	1.18E+00	8.65E-01
SP121816	1.16E+00	8.79E-01	1.67E+00	1.02E+00	2.14E-01	7.67E-01	4.65E-01	1.91E+00	1.36E+00	8.96E-01
SP121861	2.50E-01	1.11E-01	2.58E-01	0.00E+00	8.94E-02	1.99E-01	2.28E-01	2.17E-01	9.43E-02	1.74E-01
SP121847	1.43E+00	7.79E-01	1.38E+00	9.54E-01	2.39E-01	6.94E-01	1.56E-01	1.26E+00	1.00E+00	9.00E-01
DRUP01010001T	2.54E+00	1.19E+00	2.00E+00	1.36E+00	6.78E-01	1.40E+00	1.27E+00	3.07E+00	1.86E+00	2.99E+00
CPCT02010424T	2.72E+00	1.47E+00	2.55E+00	1.35E+00	1.01E+00	1.15E+00	1.88E+00	3.02E+00	3.15E+00	1.36E+00
CPCT02010349T	9.72E-01	3.93E-01	9.40E-01	4.68E-01	3.84E-01	6.72E-01	7.16E-01	7.87E-01	8.56E-01	9.28E-01
CPCT02020325T	1.34E+00	1.05E+00	9.15E-01	8.35E-01	1.10E+00	6.53E-01	1.71E+00	1.68E+00	9.39E-01	1.05E+00
CPCT02030246T	1.56E+00	1.01E+00	1.96E+00	1.19E+00	1.01E+00	1.13E+00	1.37E+00	2.63E+00	9.53E-01	1.11E+00
CPCT02070010T	8.81E-01	1.10E+00	1.55E+00	1.09E+00	8.66E-01	6.52E-01	1.27E+00	1.58E+00	1.33E+00	7.46E-01
CPCT02010370T	1.36E+00	5.40E-01	1.36E+00	1.01E+00	9.16E-01	1.06E+00	1.11E+00	1.71E+00	2.34E-01	3.78E-01
CPCT02010369T	2.90E+00	1.76E+00	3.56E+00	1.76E+00	1.57E+00	1.74E+00	2.63E+00	5.69E+00	2.59E+00	1.94E+00
CPCT02070013T	3.81E+00	1.59E+00	3.01E+00	2.15E+00	1.33E+00	1.85E+00	1.54E+00	3.28E+00	2.45E+00	1.79E+00
CPCT02060018T	1.02E+00	9.26E-01	1.58E+00	6.18E-01	8.31E-01	5.70E-01	1.62E+00	2.14E+00	7.78E-01	9.50E-01
CPCT02060022T	1.59E+00	1.03E+00	1.21E+00	1.07E+00	9.90E-01	6.92E-01	1.07E+00	1.97E+00	1.38E+00	1.63E+00
CPCT02070009T	2.00E+00	1.44E+00	2.03E+00	1.37E+00	1.65E+00	9.89E-01	1.87E+00	2.76E+00	1.06E+00	1.19E+00
CPCT02010398T	2.96E+00	1.19E+00	1.42E+00	1.80E+00	1.90E+00	1.59E+00	1.57E+00	1.28E+00	2.13E+00	1.75E+00
CPCT02010408T	1.06E+00	9.32E-01	1.36E+00	7.39E-01	1.23E+00	1.01E+00	1.76E+00	2.47E+00	1.05E+00	2.12E+00
CPCT02030246TII	1.40E+00	1.21E+00	2.15E+00	1.10E+00	7.42E-01	8.51E-01	1.58E+00	2.51E+00	1.17E+00	1.26E+00
CPCT02010386T	2.08E+00	1.94E+00	2.05E+00	2.27E+00	1.00E+00	8.89E-01	1.49E+00	2.52E+00	1.13E+00	7.11E-01
CPCT02020309T	1.60E+00	1.65E+00	1.84E+00	1.37E+00	1.70E+00	7.09E-01	1.49E+00	2.10E+00	8.74E-01	1.09E+00
CPCT02080045T	5.06E+00	1.82E+00	4.41E+00	2.87E+00	9.38E-01	2.57E+00	2.18E+00	4.51E+00	3.20E+00	2.43E+00
CPCT02020398T	1.24E+00	8.30E-01	7.80E-01	1.10E+00	1.01E+00	1.09E+00	1.33E+00	1.92E+00	1.90E-01	1.37E+00
CPCT02010392T	2.02E+00	4.19E-01	1.11E+00	4.66E-01	1.33E+00	4.17E-01	2.66E-01	1.43E+00	9.99E-01	1.18E+00
CPCT02090003T	1.12E+00	1.12E+00	9.68E-01	1.02E+00	1.16E+00	8.52E-01	1.58E+00	1.23E+00	8.69E-01	7.52E-01
CPCT02060274T	1.90E+00	1.75E+00	2.55E+00	1.88E+00	1.16E+00	1.11E+00	2.84E+00	4.72E+00	2.30E+00	8.30E-01
CPCT02020650T	3.34E+00	1.28E+00	3.11E+00	1.15E+00	1.24E+00	1.10E+00	1.48E+00	3.71E+00	1.58E+00	1.59E+00
CPCT02080181T	1.49E+00	9.09E-01	2.05E+00	8.45E-01	9.85E-01	6.79E-01	1.42E+00	2.30E+00	1.62E+00	1.19E+00
DRUP01340015T	8.69E-01	1.56E+00	2.08E+00	1.09E+00	2.19E+00	8.31E-01	8.70E+00	4.75E+00	7.60E+00	1.09E+00
CPCT02070436T	9.93E+00	5.02E+00	7.09E+00	7.55E+00	1.95E+00	1.19E+01	3.65E+00	4.80E+00	2.93E+00	3.03E+00
CPCT02050225TII	1.20E+00	1.27E+00	1.32E+00	1.21E+00	1.13E+00	8.90E-01	1.42E+00	1.81E+00	1.14E+00	1.44E+00
DRUP01070031T	8.54E-01	1.61E+00	1.10E+00	9.88E-01	1.01E+00	4.74E-01	1.35E+00	1.30E+00	7.97E-01	7.97E-01
CPCT02070278T	1.02E+00	9.30E-01	8.12E-01	6.74E-01	8.39E-01	5.58E-01	1.46E+00	1.59E+00	9.17E-01	1.08E+00
CPCT02010732T	1.83E+00	1.48E+00	1.13E+00	1.17E+00	1.17E+00	1.00E+00	1.58E+00	1.55E+00	8.17E-01	1.35E+00
CPCT02060181T	1.41E+00	1.15E+00	1.30E+00	1.42E+00	9.25E-01	5.68E-01	1.96E+00	2.28E+00	1.22E+00	9.55E-01
CPCT02080175T	2.17E+00	1.27E+00	1.66E+00	1.12E+00	1.50E+00	9.59E-01	1.89E+00	2.02E+00	1.16E+00	1.13E+00
CPCT02020903T	4.84E-01	8.49E-01	1.10E+00	1.03E+00	9.37E-01	8.00E-01	1.52E+00	2.02E+00	1.13E+00	1.53E+00
CPCT02070441T	1.06E+00	1.38E+00	1.19E+00	1.28E+00	8.46E-01	7.72E-01	1.67E+00	1.99E+00	1.35E+00	9.66E-01
CPCT02080181TII	1.80E+00	1.16E+00	2.18E+00	1.07E+00	1.32E+00	7.43E-01	3.53E+00	2.83E+00	3.24E+00	1.23E+00
CPCT02070290T	1.88E+00	1.21E+00	1.77E+00	1.27E+00	1.15E+00	8.37E-01	1.99E+00	2.61E+00	1.86E+00	1.24E+00
DRUP01090011T	1.46E+00	1.23E+00	1.25E+00	3.55E-01	1.45E+00	8.18E-01	1.25E+00	1.72E+00	8.39E-01	9.37E-01
CPCT02080297T	1.52E+00	1.03E+00	1.66E+00	1.15E+00	6.40E-01	6.07E-01	1.35E+00	1.97E+00	1.38E+00	6.72E-01
CPCT02010680T	1.24E+00	7.44E-01	1.42E+00	9.04E-01	1.17E+00	5.27E-01	1.23E+00	1.73E+00	1.06E+00	9.85E-01
CPCT02090064T	9.39E-01	1.12E+00	1.05E+00	1.06E+00	5.53E-01	8.25E-01	1.22E+00	1.43E+00	9.72E-01	9.47E-01
CPCT02020937T	6.15E-01	1.35E+00	1.19E+00	9.41E-01	1.25E+00	2.51E-01	2.12E+00	1.80E+00	7.70E-01	9.95E-01
CPCT02090065T	1.62E+00	1.24E+00	1.40E+00	1.21E+00	9.40E-01	8.97E-01	1.69E+00	1.80E+00	1.06E+00	1.34E+00
CPCT02060191T	3.73E+00	2.02E+00	3.77E+00	2.53E+00	1.33E+00	1.70E+00	1.91E+00	4.72E+00	1.84E+00	1.51E+00
CPCT02060192T	1.67E+00	6.49E-01	1.17E+00	6.24E-01	1.40E+00	7.03E-01	1.30E+00	1.62E+00	9.82E-01	1.27E+00
CPCT02011090T	8.99E-01	6.45E-01	9.93E-01	5.71E-01	7.96E-01	4.39E-01	1.26E+00	1.61E+00	7.55E-01	9.35E-01
CPCT02070463T	1.84E+00	8.16E-01	1.23E+00	9.17E-01	7.43E-01	1.54E+00	1.14E+00	1.50E+00	1.16E+00	9.43E-01
CPCT02011094T	5.44E-01	6.40E-01	8.25E-01	3.26E-01	5.47E-01	5.52E-01	1.07E+00	1.87E+00	6.11E-01	1.88E+00
CPCT02030458T	1.54E+00	7.46E-01	1.05E+00	4.91E-01	1.11E+00	8.57E-01	1.25E+00	1.46E+00	1.09E+00	8.88E-01
CPCT02060282T	3.45E-01	7.44E-01	6.48E-01	5.66E-01	5.37E-01	3.80E-01	1.23E+00	1.16E+00	7.31E-01	6.56E-01
DRUP01090012T	1.19E+00	1.43E+00	1.19E+00	1.10E+00	1.21E+00	7.91E-01	1.77E+00	2.06E+00	8.28E-01	9.04E-01
CPCT02090042T	1.50E+00	9.15E-01	1.19E+00	4.91E-01	9.44E-01	7.24E-01	1.53E+00	1.59E+00	9.88E-01	1.13E+00
CPCT02340078T	9.21E-01	5.82E-01	5.79E-01	3.40E-01	8.60E-01	3.52E-01	1.17E+00	1.30E+00	4.54E-01	7.15E-01
WIDE01010040T	3.88E+00	1.19E+00	2.55E+00	1.75E+00	7.73E-01	2.35E+00	1.58E+00	2.20E+00	2.34E+00	2.17E+00
CPCT02020683T	5.38E+00	1.56E+00	3.25E+00	2.52E+00	2.06E+00	3.07E+00	1.15E+00	3.27E+00	2.51E+00	2.62E+00
CPCT02020691T	3.13E+00	1.68E+00	2.53E+00	2.10E+00	2.02E+00	1.34E+00	2.24E+00	3.78E+00	1.65E+00	1.07E+00
DRUP01010077T	1.73E+00	1.29E+00	1.22E+00	1.07E+00	1.23E+00	8.59E-01	2.16E+00	2.02E+00	9.98E-01	1.16E+00
DRUP01050021T	1.24E+01	1.61E+01	1.34E+00	1.82E+01	2.44E+00	4.37E+00	6.42E+00	5.62E+00	1.88E+01	5.31E+00
CPCT02080206T	1.12E+00	6.35E-01	9.09E-01	5.86E-01	1.04E+00	6.07E-01	8.94E-01	1.01E+00	5.27E-01	7.46E-01
CPCT02060292T	3.00E+00	1.20E+00	2.21E+00	1.40E+00	6.98E-01	1.89E+00	1.10E+00	1.24E+00	1.24E+00	1.04E+00
CPCT02060290T	9.84E-01	6.30E-01	1.00E+00	6.16E-01	6.40E-01	5.90E-01	1.31E+00	1.41E+00	4.98E-01	8.91E-01
CPCT02090044T	7.91E+00	3.63E+00	1.04E+01	3.23E+00	1.61E+00	2.03E+00	3.94E+00	6.46E+00	1.45E+01	5.28E-01
WIDE01010138T	1.87E+00	1.23E+00	1.43E+00	1.09E+00	1.25E+00	1.76E+00	1.92E+00	2.16E+00	1.11E+00	6.69E-01
CPCT02130062T	1.97E+00	1.21E+00	3.00E+00	1.45E+00	1.30E+00	1.15E+00	2.65E+00	4.94E+00	1.13E+00	3.23E-01
WIDE01010160T	2.08E+00	2.03E+00	1.64E+00	2.14E+00	1.08E+00	1.10E+00	1.78E+00	2.21E+00	1.23E+00	8.68E-01
CPCT02020706T	1.15E+00	4.48E-01	2.65E-01	3.44E-01	1.27E+00	7.55E-01	8.21E-01	7.45E-01	6.33E-01	4.61E-01
CPCT02070313T	1.55E+00	9.67E-01	8.35E-01	1.02E+00	1.18E+00	5.03E-01	1.58E+00	1.85E+00	4.83E-01	1.06E+00
WIDE01010187T	4.11E+00	1.24E+00	3.84E+00	1.46E+00	8.56E-01	1.76E+00	2.50E+00	5.51E+00	2.19E+00	2.00E+00
WIDE01010169T	2.45E+00	3.35E+00	2.41E+00	3.73E+00	1.20E+00	1.28E+00	2.33E+00	2.81E+00	2.27E+00	1.59E+00
CPCT02100161T	5.66E+00	3.18E+00	5.99E+00	3.54E+00	1.45E+00	2.76E+00	2.73E+00	6.28E+00	3.46E+00	2.72E+00
CPCT02070317T	1.04E+00	1.35E+00	1.36E+00	1.78E+00	9.75E-01	6.56E-01	1.47E+00	1.71E+00	1.09E+00	1.32E+00
WIDE01010239T	3.47E-01	1.36E+00	1.05E+00	1.16E+00	1.03E+00	7.55E-01	1.67E+00	1.68E+00	8.58E-01	1.02E+00
WIDE01010233T	3.76E-01	2.37E+00	1.58E+00	2.80E+00	1.28E+00	1.19E+00	1.98E+00	2.28E+00	1.30E+00	1.37E+00
CPCT02070322T	1.38E+00	9.38E-01	1.33E+00	8.18E-01	1.37E+00	7.36E-01	1.03E+00	1.33E+00	7.90E-01	9.16E-01
WIDE01010262T	3.86E+00	1.17E+00	3.18E+00	1.77E+00	1.02E+00	1.93E+00	1.53E+00	3.09E+00	2.13E+00	1.69E+00
WIDE01010267T	1.14E+00	1.84E+00	1.60E+00	2.39E+00	9.65E-01	7.11E-01	2.22E+00	2.42E+00	1.32E+00	1.98E+00
WIDE01010293T	1.80E-01	2.67E-01	1.56E-01	0.00E+00	5.58E-01	3.70E-01	1.36E+00	1.24E+00	3.82E-01	6.34E-01
WIDE01010167T	1.11E+00	6.20E-01	1.20E+00	4.15E-01	9.22E-01	1.80E-01	1.22E+00	1.36E+00	1.13E+00	9.56E-01
CPCT02060211T	2.03E+00	1.42E+00	2.43E+00	2.22E+00	1.51E+00	6.94E-01	1.21E+00	2.02E+00	1.47E+00	1.08E+00
DRUP01080012T	5.95E+00	2.55E+00	4.61E+00	3.05E+00	3.36E+00	3.14E+00	3.34E+00	5.70E+00	3.88E+00	2.58E+00
WIDE01010356T	2.35E+00	9.93E-01	2.07E+00	9.17E-01	1.14E+00	2.16E+00	2.01E+00	2.53E+00	1.08E+00	1.36E+00
WIDE01010374T	2.07E+00	8.92E-01	1.64E+00	1.09E+00	4.00E-01	1.73E+00	1.01E+00	9.90E-01	1.09E+00	9.16E-01
WIDE01010393T	4.71E+00	2.14E+00	4.94E+00	3.04E+00	1.18E+00	2.39E+00	2.13E+00	5.26E+00	3.23E+00	2.47E+00
