Samples	ID83A	ID83B	ID83C	ID83D	ID83E
SP78951	6.47E-01	5.68E-01	5.55E-01	3.53E-01	0.00E+00
SP107435	9.26E-01	7.48E-01	8.95E-01	7.65E-01	0.00E+00
SP78679	9.17E-01	1.06E+00	9.20E-01	6.85E-01	0.00E+00
SP107360	1.14E+00	1.02E+00	1.10E+00	8.95E-01	1.22E+00
SP78819	3.90E-01	3.68E-01	3.65E-01	3.05E-01	1.08E-01
SP78821	6.44E-01	4.76E-01	7.51E-01	4.19E-01	3.06E-01
SP107552	3.99E-01	1.74E-01	4.19E-01	3.19E-01	4.98E-02
SP78865	4.24E-01	2.64E-01	5.34E-01	3.13E-01	0.00E+00
SP107470	8.48E-01	8.19E-01	4.85E-01	4.81E-01	2.74E-01
SP78673	2.48E-01	2.88E-01	4.59E-01	5.05E-01	0.00E+00
SP78824	4.07E-01	2.85E-01	3.55E-01	2.22E-01	9.70E-02
SP107550	5.72E-01	4.83E-01	4.40E-01	1.88E-01	0.00E+00
SP78718	9.87E-01	9.32E-01	4.60E-01	3.37E-01	1.00E-02
SP107451	5.57E-01	4.36E-01	4.15E-01	3.11E-01	2.53E-01
SP107557	5.41E-01	3.60E-01	4.94E-01	8.48E-02	2.00E-02
SP107358	4.85E-01	4.64E-01	6.26E-01	6.28E-01	2.88E-01
SP78731	5.40E-01	3.61E-01	4.50E-01	2.26E-01	0.00E+00
SP107455	4.23E-01	3.67E-01	3.45E-01	2.32E-01	5.41E-02
SP107549	4.63E-01	3.41E-01	3.81E-01	3.08E-01	2.02E-01
SP78814	5.74E-01	4.36E-01	6.81E-01	3.98E-01	3.35E-01
SP107357	1.32E+00	1.40E+00	1.25E+00	1.20E+00	9.29E-01
SP78919	5.07E-01	3.37E-01	5.38E-01	3.91E-01	2.50E-01
SP107453	6.09E-01	5.00E-01	5.05E-01	4.25E-01	1.68E-01
SP78719	2.27E-01	2.61E-01	1.15E-01	2.60E-01	2.03E-01
SP78662	3.69E-01	3.17E-01	3.28E-01	8.17E-02	0.00E+00
SP107457	7.66E-01	4.76E-01	7.34E-01	4.68E-01	2.99E-01
SP107404	1.15E+00	1.16E+00	8.16E-01	9.31E-01	3.58E-01
SP78714	6.19E-01	6.63E-01	4.72E-01	4.09E-01	2.00E-02
SP107454	4.93E-01	3.52E-01	4.12E-01	3.02E-01	0.00E+00
SP107359	1.29E+00	1.17E+00	9.15E-01	7.42E-01	0.00E+00
SP78664	4.83E-01	3.14E-01	4.66E-01	3.56E-01	0.00E+00
SP78931	5.35E-01	4.60E-01	3.91E-01	1.27E-01	5.00E-02
SP78815	4.22E-01	3.74E-01	3.76E-01	3.15E-01	3.00E-02
SP107466	9.53E-01	9.20E-01	8.95E-01	8.11E-01	2.11E-01
SP78901	7.89E-01	6.88E-01	3.98E-01	4.17E-01	2.42E-01
SP107384	1.48E+00	1.34E+00	3.17E+00	1.42E+00	3.12E+00
SP107467	4.18E-01	4.17E-01	3.98E-01	1.57E-01	0.00E+00
SP78680	3.31E-01	2.10E-01	2.86E-01	0.00E+00	0.00E+00
SP78672	4.60E-01	2.50E-01	3.82E-01	0.00E+00	8.10E-02
SP107365	6.92E-01	6.71E-01	6.41E-01	7.17E-01	1.30E-01
SP78660	4.51E-01	3.07E-01	4.10E-01	1.78E-01	1.41E-02
SP78659	4.93E-01	5.49E-01	3.98E-01	2.95E-01	0.00E+00
SP107449	5.37E-01	4.61E-01	5.51E-01	3.70E-01	7.85E-02
SP78813	5.92E-01	4.91E-01	4.95E-01	4.24E-01	2.00E-02
SP78953	3.51E-01	2.88E-01	2.84E-01	2.88E-01	3.00E-02
SP78804	6.62E-01	2.48E-01	5.38E-01	4.93E-01	9.00E-02
SP107460	6.48E-01	7.49E-01	6.77E-01	5.04E-01	2.95E-01
SP107548	6.20E-01	1.89E-01	6.19E-01	3.97E-01	0.00E+00
SP78730	1.00E+00	8.72E-01	6.66E-01	6.05E-01	4.00E-02
SP78727	5.71E-01	5.66E-01	5.07E-01	2.72E-01	0.00E+00
SP78822	9.31E-01	8.64E-01	1.04E+00	7.17E-01	0.00E+00
SP78818	6.23E-01	4.18E-01	4.68E-01	2.37E-01	3.00E-02
SP78923	3.51E-01	2.13E-01	3.06E-01	2.97E-01	0.00E+00
SP107405	1.21E+00	1.14E+00	1.01E+00	1.08E+00	2.86E-01
SP107437	1.20E+00	1.24E+00	8.49E-01	4.11E-01	8.17E-01
SP78675	7.42E-01	6.13E-01	5.90E-01	4.15E-01	1.03E-01
SP107371	1.24E+00	1.30E+00	2.72E+00	1.06E+00	2.99E+00
SP107556	8.72E-01	6.09E-01	8.11E-01	4.14E-01	0.00E+00
SP78807	5.09E-01	4.59E-01	5.81E-01	5.33E-01	0.00E+00
SP78945	4.59E-01	1.86E-01	4.20E-01	3.28E-01	0.00E+00
SP107480	4.82E-01	4.86E-01	4.64E-01	3.89E-01	0.00E+00
SP107448	5.54E-01	2.90E-01	5.47E-01	3.43E-01	2.66E-01
SP107436	5.41E-01	4.43E-01	5.37E-01	1.37E-01	0.00E+00
SP79150	1.91E-01	1.85E-01	3.30E-01	2.82E-01	4.09E-01
SP107546	1.06E+00	1.04E+00	5.43E-01	6.32E-01	0.00E+00
SP107459	6.48E-01	7.99E-01	5.88E-01	7.24E-01	3.94E-01
SP78823	2.91E-01	1.62E-01	2.65E-01	1.29E-01	0.00E+00
SP78666	5.37E-01	3.60E-01	4.36E-01	3.29E-01	0.00E+00
SP78721	3.98E-01	3.39E-01	3.49E-01	3.19E-01	1.41E-02
SP78665	6.90E-01	4.82E-01	5.52E-01	4.27E-01	1.20E-01
SP78935	7.17E-01	5.27E-01	5.87E-01	2.63E-01	2.99E-01
SP107458	8.93E-01	6.79E-01	8.57E-01	8.84E-01	3.15E-01
SP79160	4.92E-01	2.69E-01	4.68E-01	2.65E-01	1.92E-01
SP107479	6.68E-01	4.83E-01	5.61E-01	3.61E-01	2.59E-01
SP107377	9.81E-01	8.98E-01	9.01E-01	1.01E+00	0.00E+00
SP78937	1.16E+00	8.80E-01	1.08E+00	4.78E-01	0.00E+00
SP107444	4.82E-01	3.06E-01	4.59E-01	3.09E-01	5.25E-02
SP79144	9.52E-01	5.58E-01	9.16E-01	5.59E-01	2.33E-01
SP107469	2.48E-01	1.49E-01	2.36E-01	0.00E+00	3.30E-02
SP107373	9.55E-01	7.59E-01	1.13E+00	8.55E-01	1.09E+00
SP107406	1.47E+00	1.26E+00	5.86E+00	1.46E+00	5.74E+00
SP107369	1.47E+00	1.32E+00	1.04E+00	1.06E+00	3.71E-01
SP107403	1.43E+00	1.55E+00	1.45E+00	1.09E+00	4.13E-01
SP107363	1.27E+00	1.31E+00	1.59E+00	9.75E-01	1.78E+00
SP78955	3.47E-01	1.11E-01	4.01E-01	3.01E-01	3.00E-02
SP78711	7.89E-02	1.00E-02	7.39E-02	0.00E+00	2.81E-02
SP78677	4.97E-01	4.32E-01	4.19E-01	3.86E-01	2.29E-01
SP78805	6.34E-01	1.97E-01	6.12E-01	3.12E-01	1.58E-01
SP107461	4.40E-01	2.28E-01	4.06E-01	3.26E-01	2.23E-01
SP107472	3.71E-01	4.49E-01	3.63E-01	3.25E-01	0.00E+00
SP107356	8.98E-01	9.10E-01	8.91E-01	9.34E-01	3.43E-02
SP78825	5.16E-01	4.33E-01	5.26E-01	7.77E-02	0.00E+00
SP107468	5.43E-01	4.15E-01	5.00E-01	3.12E-01	0.00E+00
SP78851	1.32E+00	8.83E-01	1.02E+00	9.25E-01	4.80E-01
SP78726	5.74E-01	5.85E-01	6.23E-01	3.15E-01	0.00E+00
SP107379	1.51E+00	1.44E+00	1.38E+00	1.24E+00	7.01E-01
SP107474	6.09E-01	5.16E-01	5.26E-01	2.46E-01	0.00E+00
SP107438	5.35E-01	3.72E-01	5.52E-01	2.78E-01	3.00E-02
SP107478	6.33E-01	3.98E-01	5.84E-01	4.39E-01	6.46E-02
SP78716	9.88E-01	9.89E-01	9.99E-01	7.55E-01	0.00E+00
SP78676	8.17E-01	8.02E-01	5.77E-01	5.10E-01	0.00E+00
SP107443	2.08E-01	0.00E+00	2.61E-01	1.81E-01	1.47E-01
SP107361	1.35E+00	1.40E+00	1.17E+00	1.26E+00	5.28E-01
SP107464	1.20E+00	1.04E+00	8.93E-01	9.23E-01	4.18E-01
SP78717	3.95E-01	3.97E-01	3.02E-01	2.11E-01	1.06E-01
SP78671	5.31E-01	3.11E-01	6.21E-01	5.44E-01	0.00E+00
SP78817	4.48E-01	3.92E-01	3.97E-01	3.05E-01	2.00E-02
SP107381	1.07E+00	1.11E+00	9.07E-01	7.46E-01	6.00E-02
SP107463	1.12E+00	1.12E+00	9.06E-01	9.23E-01	1.41E-02
SP107477	7.44E-01	4.68E-01	6.36E-01	4.27E-01	0.00E+00
SP78661	8.24E-01	7.64E-01	7.39E-01	6.16E-01	5.48E-01
SP78939	4.73E-01	4.32E-01	4.63E-01	2.69E-01	0.00E+00
SP78674	9.17E-01	7.09E-01	7.33E-01	4.96E-01	0.00E+00
SP107553	2.62E-01	2.33E-01	2.19E-01	2.93E-01	0.00E+00
SP107555	8.10E-01	5.52E-01	6.96E-01	5.09E-01	4.73E-02
SP107446	5.64E-01	4.96E-01	4.53E-01	3.75E-01	1.41E-02
SP78713	1.22E+00	8.70E-01	8.49E-01	8.00E-01	1.82E-01
SP78720	5.35E-01	5.26E-01	5.27E-01	3.49E-01	0.00E+00
SP78947	5.04E-01	3.20E-01	4.50E-01	4.10E-01	1.81E-01
SP78875	4.15E-01	3.11E-01	3.47E-01	2.92E-01	0.00E+00
SP107554	9.86E-01	5.47E-01	8.78E-01	6.47E-01	0.00E+00
SP107407	1.46E+00	1.52E+00	1.17E+00	1.14E+00	4.61E-01
SP78820	6.10E-01	4.26E-01	5.46E-01	3.85E-01	1.91E-01
SP78668	2.71E-01	2.70E-01	3.13E-01	1.68E-01	0.00E+00
SP107547	4.24E-01	1.78E-01	4.31E-01	2.66E-01	0.00E+00
SP79148	1.16E+00	1.19E+00	5.49E-01	5.43E-01	0.00E+00
SP107386	1.18E+00	1.13E+00	8.58E-01	1.01E+00	4.77E-01
SP78921	8.73E-01	5.21E-01	6.79E-01	6.71E-01	2.26E-01
SP107545	5.93E-01	3.07E-01	5.98E-01	4.56E-02	1.50E-01
SP107440	5.96E-01	5.70E-01	5.02E-01	4.54E-01	1.22E-01
SP79066	4.53E-01	4.30E-01	4.93E-01	2.81E-01	2.16E-01
SP107473	6.11E-01	4.33E-01	6.10E-01	3.90E-01	0.00E+00
SP107362	1.05E+00	9.65E-01	9.72E-01	8.88E-01	3.20E-01
SP78722	3.19E-01	1.89E-01	3.71E-01	0.00E+00	3.58E-01
SP78729	5.28E-01	3.77E-01	4.57E-01	2.74E-01	1.00E-02
SP107441	7.67E-01	4.98E-01	6.52E-01	2.47E-01	0.00E+00
SP78873	6.30E-01	1.98E-01	5.95E-01	2.35E-01	5.11E-01
SP47708	9.18E-01	7.52E-01	1.05E+00	9.55E-01	1.69E-01
SP47990	6.19E-01	6.65E-01	9.17E-01	6.31E-01	7.98E-01
SP48414	6.26E-01	6.15E-01	1.00E+00	8.04E-01	4.65E-01
SP48135	1.11E+00	1.20E+00	1.30E+00	1.32E+00	8.29E-02
SP47652	5.52E-01	7.00E-01	7.04E-01	6.38E-01	1.10E-01
SP48888	4.36E-01	1.11E-01	5.33E-01	6.08E-01	5.09E-02
SP48426	2.15E-01	0.00E+00	3.16E-01	2.64E-01	9.95E-02
SP48480	8.79E-01	8.20E-01	1.07E+00	1.23E+00	5.37E-02
SP48263	4.36E-01	4.00E-01	6.14E-01	5.10E-01	2.64E-01
SP47628	2.37E-01	4.14E-01	5.35E-01	5.40E-01	7.06E-02
SP47808	7.45E-01	8.54E-01	9.32E-01	8.57E-01	0.00E+00
SP48850	8.60E-01	1.16E+00	1.33E+00	9.86E-01	1.43E-01
SP48189	9.08E-01	1.44E+00	1.19E+00	1.58E+00	9.00E-02
SP48073	6.96E-01	7.07E-01	8.40E-01	8.98E-01	1.00E-02
SP48008	7.62E-01	1.33E+00	1.24E+00	1.82E+00	0.00E+00
SP48504	6.82E-01	1.18E+00	7.01E-01	1.28E+00	3.00E-02
SP48534	9.22E-01	8.32E-01	9.81E-01	9.55E-01	0.00E+00
SP48010	5.53E-01	4.91E-01	7.45E-01	7.94E-01	0.00E+00
SP79365	2.07E-01	2.17E-01	1.63E-01	1.03E-01	0.00E+00
SP79237	4.42E-02	2.20E-01	2.23E-01	2.25E-01	7.82E-02
SP79462	1.54E-01	0.00E+00	1.77E-01	0.00E+00	1.36E-01
SP79201	1.93E-01	0.00E+00	2.99E-01	2.49E-01	1.02E-01
SP79371	1.84E-01	0.00E+00	1.96E-01	1.25E-01	2.28E-01
SP79439	1.05E-01	6.77E-02	1.82E-01	1.46E-01	9.76E-02
SP79175	0.00E+00	0.00E+00	1.14E-01	1.08E-01	3.15E-02
SP79354	1.19E-01	0.00E+00	2.32E-01	1.85E-01	1.86E-01
SP79184	1.47E-01	1.67E-01	1.97E-01	2.14E-01	1.02E-01
SP79312	2.42E-01	3.32E-01	2.51E-01	2.68E-01	4.22E-02
SP79252	7.50E-02	1.86E-01	1.83E-01	1.68E-01	2.23E-02
SP79294	2.42E-01	2.90E-01	4.17E-01	1.38E-01	2.49E-01
SP79246	2.49E-01	2.41E-01	2.67E-01	2.12E-01	5.77E-02
SP79458	5.75E-02	2.09E-01	2.79E-01	2.27E-01	2.94E-01
SP79222	2.80E-01	2.86E-01	4.00E-01	2.96E-01	2.94E-01
SP79178	0.00E+00	1.98E-01	1.83E-01	1.34E-01	2.33E-01
SP79474	1.67E-01	2.46E-01	1.78E-01	1.40E-01	0.00E+00
SP79387	9.81E-02	0.00E+00	1.41E-01	1.21E-01	9.63E-02
SP79306	1.38E-01	0.00E+00	2.84E-01	2.47E-01	1.41E-01
SP79270	8.55E-02	1.13E-01	2.46E-01	0.00E+00	2.36E-01
SP79210	8.68E-02	1.20E-01	8.76E-02	0.00E+00	2.61E-02
SP79427	1.27E-01	2.00E-02	1.28E-01	1.58E-01	5.92E-02
SP79297	1.87E-01	1.01E-01	3.07E-01	2.72E-01	9.00E-02
SP79368	1.97E-01	0.00E+00	2.15E-01	1.46E-01	1.23E-01
SP79351	1.98E-01	1.77E-01	2.31E-01	1.28E-01	0.00E+00
SP79300	9.52E-02	1.03E-01	1.03E-01	0.00E+00	2.00E-02
SP79435	1.19E-01	1.37E-01	2.29E-01	1.68E-01	1.76E-01
SP79288	9.39E-02	0.00E+00	2.29E-01	2.21E-01	1.21E-01
SP79447	9.57E-02	6.82E-02	1.51E-01	1.85E-01	1.02E-01
SP79403	0.00E+00	8.16E-02	1.21E-01	1.16E-01	4.11E-02
SP79377	1.52E-01	1.71E-01	2.12E-01	1.49E-01	1.48E-01
SP79327	6.58E-02	0.00E+00	6.67E-02	0.00E+00	4.24E-02
SP79324	0.00E+00	8.62E-02	9.56E-02	1.01E-01	2.43E-02
SP79359	0.00E+00	9.71E-02	1.65E-01	1.12E-01	8.00E-02
SP79330	8.65E-02	0.00E+00	1.50E-01	6.92E-02	1.20E-01
SP79391	3.21E-01	2.73E-01	5.42E-01	4.03E-01	3.30E-01
SP79399	1.07E-01	0.00E+00	1.18E-01	0.00E+00	6.00E-02
SP79243	3.14E-02	2.56E-02	0.00E+00	0.00E+00	1.97E-02
SP79192	1.25E-01	1.26E-01	0.00E+00	0.00E+00	3.00E-02
SP79395	3.17E-01	1.96E-01	3.50E-01	3.14E-01	1.43E-01
SP79195	1.43E-01	0.00E+00	1.49E-01	1.78E-01	1.16E-01
SP79318	0.00E+00	0.00E+00	2.02E-01	1.84E-01	1.01E-01
SP79282	1.78E-01	1.53E-01	3.27E-01	2.76E-01	4.73E-02
SP79261	8.45E-02	0.00E+00	0.00E+00	8.37E-02	9.65E-02
SP79228	1.40E-01	1.73E-01	2.35E-01	0.00E+00	1.71E-01
SP79431	2.00E-01	1.39E-01	2.13E-01	8.75E-02	0.00E+00
SP79172	1.84E-01	2.03E-01	3.03E-01	2.32E-01	2.29E-01
SP79234	2.33E-01	2.74E-01	3.76E-01	1.50E-01	2.11E-01
SP79345	1.25E-01	1.60E-01	1.72E-01	7.50E-02	1.12E-01
SP79342	1.28E-01	1.97E-01	2.00E-01	1.51E-01	2.00E-02
SP79415	2.09E-01	1.34E-01	4.02E-01	2.31E-01	3.20E-01
SP79407	2.36E-01	2.63E-01	2.75E-01	2.32E-01	0.00E+00
SP79374	8.09E-02	0.00E+00	8.09E-02	0.00E+00	0.00E+00
SP79291	9.27E-02	0.00E+00	0.00E+00	9.27E-02	0.00E+00
SP79336	2.51E-01	1.44E-01	4.04E-01	3.10E-01	2.63E-01
SP79380	1.85E-01	1.42E-01	2.35E-01	1.04E-01	1.81E-01
SP79455	2.36E-01	1.98E-01	3.27E-01	2.48E-01	5.30E-02
SP79181	8.93E-02	1.50E-01	1.87E-01	1.90E-01	4.55E-02
SP79207	1.82E-01	1.66E-01	1.05E-01	0.00E+00	1.07E-01
SP79190	1.11E-01	1.06E-01	3.45E-01	2.11E-01	3.16E-01
SP79303	1.37E-01	0.00E+00	1.98E-01	0.00E+00	1.85E-01
SP79258	8.84E-02	1.06E-01	1.16E-01	1.41E-01	2.78E-02
SP79249	1.62E-01	0.00E+00	2.60E-01	2.00E-01	1.75E-01
SP79321	9.54E-02	1.50E-01	1.73E-01	1.36E-01	1.69E-01
SP79423	5.45E-02	2.31E-01	2.15E-01	2.55E-01	0.00E+00
SP79219	1.55E-01	0.00E+00	1.87E-01	0.00E+00	1.47E-01
SP79240	3.55E-02	1.23E-01	1.31E-01	0.00E+00	1.76E-01
SP79255	1.50E-01	0.00E+00	1.86E-01	9.67E-02	1.37E-01
SP79466	2.00E-02	0.00E+00	2.23E-02	2.97E-02	4.38E-02
SP79357	0.00E+00	0.00E+00	2.39E-02	0.00E+00	2.39E-02
SP79443	0.00E+00	0.00E+00	2.38E-01	1.89E-01	1.44E-01
SP79285	3.24E-01	2.61E-01	3.56E-01	2.84E-01	2.29E-01
SP79470	2.26E-01	1.66E-01	3.21E-01	0.00E+00	2.27E-01
SP79309	1.24E-01	1.16E-01	1.36E-01	1.28E-01	5.37E-02
SP79383	3.00E-02	2.33E-01	4.00E-01	1.19E-01	3.02E-01
SP79187	2.99E-01	2.61E-01	3.41E-01	3.71E-01	8.88E-02
SP79315	8.80E-02	9.63E-02	8.39E-02	0.00E+00	3.51E-02
SP79264	1.34E-01	1.28E-01	2.34E-01	2.42E-01	0.00E+00
SP79333	3.63E-01	2.40E-01	3.93E-01	3.73E-01	1.57E-01
SP79204	1.53E-01	2.14E-01	2.66E-01	2.49E-01	7.29E-02
SP79419	1.43E-01	2.02E-01	2.30E-01	2.37E-01	3.15E-02
SP79198	1.97E-01	3.01E-01	3.55E-01	3.80E-01	0.00E+00
SP79339	9.20E-02	1.27E-01	6.79E-02	1.72E-01	1.43E-01
SP79411	0.00E+00	0.00E+00	1.13E-01	1.11E-01	4.55E-02
SP79279	2.51E-01	2.73E-01	2.28E-01	9.27E-02	1.78E-01
SP79451	0.00E+00	0.00E+00	6.03E-02	5.85E-02	2.43E-02
SP79231	2.18E-01	2.15E-01	4.60E-01	2.00E-01	4.21E-01
SP79225	8.41E-02	1.13E-01	8.72E-02	6.28E-02	3.59E-02
SP79267	1.66E-01	1.57E-01	2.12E-01	2.12E-01	8.03E-02
CPCT02030434T	1.33E+00	1.90E+00	3.23E+00	1.25E+00	2.87E+00
CPCT02060161T	7.59E-01	8.41E-01	2.49E+00	1.10E+00	2.55E+00
CPCT02030441T	1.49E+00	2.26E+00	4.05E+00	1.88E+00	4.13E+00
CPCT02030426T	1.42E+00	1.57E+00	2.93E+00	1.75E+00	2.71E+00
CPCT02100147T	1.17E+00	1.58E+00	2.18E+00	1.69E+00	2.26E+00
CPCT02030445T	1.15E+00	1.36E+00	1.93E+00	1.47E+00	2.16E+00
CPCT02060147T	3.62E-01	1.58E+00	4.71E+00	2.05E+00	5.05E+00
CPCT02030453T	1.20E+00	2.14E+00	2.03E+00	2.24E+00	2.07E+00
CPCT02090038T	9.66E-01	8.45E-01	3.58E+00	1.22E+00	3.35E+00
CPCT02100151T	1.06E+00	1.67E+00	1.87E+00	1.27E+00	1.72E+00
CPCT02100159T	1.16E+00	1.67E+00	1.96E+00	1.56E+00	1.68E+00
CPCT02030465T	1.41E+00	1.52E+00	3.04E+00	1.12E+00	3.15E+00
CPCT02100166T	4.09E+00	4.79E+00	6.53E+00	1.80E+00	6.39E+00
CPCT02070311T	1.00E-02	7.42E-01	8.97E+00	1.61E+00	8.64E+00
CPCT02030467T	1.24E+00	1.55E+00	3.30E+00	1.80E+00	3.03E+00
CPCT02060225T	1.54E+00	2.32E+00	4.40E+00	1.92E+00	4.52E+00
CPCT02060224T	7.28E-01	1.43E+00	5.84E+00	1.08E+00	5.39E+00
CPCT02030466T	6.03E-01	1.09E+00	2.18E+00	9.58E-01	2.26E+00
CPCT02070341T	1.49E+00	1.73E+00	6.00E+00	1.52E+00	6.07E+00
CPCT02080225T	1.36E+00	1.67E+00	6.49E+00	1.94E+00	6.63E+00
CPCT02030476T	1.22E+00	1.89E+00	2.58E+00	1.99E+00	2.79E+00
CPCT02070351T	7.87E-01	9.70E-01	2.14E+00	1.08E+00	2.13E+00
CPCT02070353T	1.37E+00	1.64E+00	1.59E+00	1.45E+00	1.48E+00
CPCT02060247T	1.11E+00	1.18E+00	2.08E+00	1.28E+00	2.13E+00
CPCT02060257T	1.04E+00	7.27E-01	3.57E+00	1.12E+00	3.61E+00
CPCT02030506T	1.07E+00	1.33E+00	2.36E+00	1.70E+00	2.33E+00
CPCT02050390T	1.80E+00	2.22E+00	4.48E+00	2.08E+00	5.12E+00
CPCT02030483T	1.19E+00	1.65E+00	1.88E+00	1.31E+00	2.04E+00
CPCT02030487T	1.13E+00	1.75E+00	2.43E+00	1.68E+00	2.50E+00
CPCT02070373T	1.54E+00	2.71E+00	6.68E+00	3.12E+00	6.07E+00
CPCT02050396T	3.83E+00	4.76E+00	4.36E+00	1.72E+00	4.10E+00
CPCT02030510T	9.94E-01	9.27E-01	1.69E+00	1.69E+00	1.87E+00
CPCT02030516T	1.21E+00	1.83E+00	2.92E+00	2.22E+00	3.20E+00
CPCT02030537T	1.44E+00	1.72E+00	3.10E+00	1.62E+00	3.12E+00
CPCT02030529T	1.11E+00	1.12E+00	1.98E+00	1.29E+00	2.04E+00
CPCT02060246T	2.76E-01	2.66E+00	7.19E+00	3.54E+00	6.92E+00
CPCT02030532T	3.98E+01	4.56E+01	9.00E-02	3.20E-01	1.88E+01
DRUP01060020T	1.46E+00	1.93E+00	6.24E+00	1.93E+00	6.37E+00
CPCT02060264T	1.04E+00	1.46E+00	2.33E+00	1.83E+00	2.24E+00
CPCT02030399T	1.11E+00	1.59E+00	2.94E+00	1.65E+00	2.76E+00
CPCT02050254T	9.65E-01	1.42E+00	2.58E+00	1.74E+00	2.51E+00
CPCT02030392T	3.55E+01	3.72E+01	0.00E+00	1.31E+01	9.54E+00
CPCT02030397T	1.35E+00	1.57E+00	2.68E+00	1.17E+00	2.80E+00
CPCT02100121T	1.15E+00	1.72E+00	2.23E+00	1.85E+00	2.48E+00
CPCT02100116T	1.78E+00	2.49E+00	8.35E+00	2.40E+00	8.53E+00
CPCT02030385T	1.48E+00	1.79E+00	5.79E+00	2.02E+00	5.77E+00
CPCT02030387T	1.14E+00	1.54E+00	4.48E+00	1.62E+00	4.29E+00
CPCT02080162T	1.56E+01	1.63E+01	5.12E+00	2.70E+00	6.31E+00
CPCT02100122T	1.02E+00	1.15E+00	2.77E+00	1.33E+00	2.48E+00
