MutationType	SP101845	SP101682	SP61553	SP101724	SP102103	SP102174	SP101622	SP102161	SP101654	SP102074	SP101694	SP101616	SP101666	SP101558	SP102096	SP102084	SP101580	SP102064	SP101564	SP101921	SP101648	SP101628	SP101708	SP102055	SP101634	SP101588	SP101584	SP101686	SP101532	SP101732	SP101528	SP101536	SP101576	SP102015	SP102168	SP101716	SP101592	SP101658	SP102045	SP101552	SP101519	SP101690	SP102123	SP101662	SP101600	SP101544	SP102133	SP101881	SP102035	SP101642	SP101596	SP101670	SP101674	SP101572	SP101678	SP101740	SP101700	SP101891	SP102143	SP102113	SP101521	SP101526	SP101540	SP101604	SP101548	SP101523	SP102090	SP101795	SP102187	SP101515	SP101931	SP101610	SP61703	SP59707	SP68659	SP62616	SP59761	SP66960	SP61453	SP63796	SP69155	SP59950	SP59938	SP64976	SP64296	SP65807	SP59803	SP66159	SP63356	SP68348	SP62450	SP67428	SP61713	SP68725	SP67609	SP62110	SP64546	SP63546	SP60322	SP60243	SP63966	SP60362	SP69077	SP67346	SP66687	SP63716	SP65376	SP61343	SP60001	SP59860	SP60610	SP64036	SP60842
C[Del(T):R1]C	1	1	0	0	2	0	5	1	2	0	1	1	1	1	2	1	2	2	4	3	0	1	4	1	5	0	2	1	2	0	2	1	0	4	3	7	1	0	8	6	3	3	2	0	1	3	6	3	5	3	5	6	3	0	3	4	5	2	3	2	3	3	2	2	5	3	2	1	7	3	2	0	2	3	1	3	2	3	1	0	0	8	3	2	1	3	1	4	0	3	0	5	1	1	8	4	2	0	3	0	1	0	6	5	1	0	1	0	3	4	0	3	3
C[Del(T):R1]G	1	0	4	1	0	2	1	2	3	0	2	1	2	0	2	1	1	1	1	3	0	1	2	1	1	2	2	3	3	1	2	4	2	1	1	4	3	0	5	1	4	3	1	1	1	2	4	2	2	3	3	4	0	1	1	2	1	2	3	3	2	0	0	3	1	1	2	1	0	1	2	2	2	1	3	2	1	4	3	0	1	3	2	1	5	4	4	2	2	2	0	0	2	2	3	2	1	3	0	3	1	0	4	1	0	2	5	0	5	4	4	0	3
C[Del(T):R2]A	2	1	2	0	5	5	5	0	1	1	2	1	3	2	2	1	1	1	0	2	0	0	2	0	1	1	0	1	1	2	0	0	0	3	0	2	1	0	3	0	1	1	0	0	0	2	0	2	2	2	2	1	1	2	2	1	0	3	1	2	0	1	2	0	2	2	1	1	1	1	1	3	3	1	1	3	0	2	1	0	1	2	2	0	1	0	2	0	2	3	0	2	1	0	1	1	0	1	1	0	3	0	0	4	0	0	2	0	2	2	1	0	0
C[Del(T):R2]C	4	0	0	1	3	1	2	0	1	1	0	0	2	1	0	0	2	0	1	0	0	1	1	1	0	1	1	0	4	2	0	1	2	3	1	0	1	0	3	3	4	1	0	3	1	0	2	1	2	6	1	0	1	0	2	5	0	6	1	0	1	1	0	1	0	1	0	0	0	1	2	1	1	0	1	4	1	1	0	0	1	3	3	0	1	2	4	1	0	0	2	1	1	1	0	1	2	2	0	0	0	1	2	3	1	0	2	1	1	0	0	2	2
C[Del(T):R2]G	1	1	0	2	1	0	0	1	1	1	0	1	1	0	1	2	0	1	0	1	1	2	0	0	1	1	1	0	1	2	0	0	2	0	0	1	0	0	0	0	0	1	0	3	1	1	2	2	1	3	2	1	0	0	2	3	1	2	1	2	3	0	1	1	0	3	0	1	1	1	1	1	1	0	1	2	3	0	0	0	0	5	0	2	2	2	3	0	0	3	1	1	1	0	0	0	4	1	1	0	1	0	1	7	0	0	2	1	3	1	0	1	1
C[Del(T):R3]A	3	0	0	1	0	4	1	3	5	0	3	3	1	2	1	1	1	2	2	2	0	1	2	1	2	2	0	2	1	4	0	1	0	2	3	3	1	1	3	5	0	0	2	3	0	1	3	1	2	5	3	7	0	0	1	3	1	6	3	1	0	0	0	1	1	3	1	2	0	2	3	3	4	0	1	4	0	2	0	0	0	8	3	1	0	1	3	2	2	2	1	2	0	0	1	1	1	2	1	0	0	0	5	7	3	1	3	3	11	4	1	1	2
C[Del(T):R3]C	2	0	0	3	2	4	1	1	1	1	2	2	1	0	0	0	2	3	0	0	1	1	1	0	3	1	1	1	3	0	1	0	3	2	0	3	2	0	5	1	0	1	1	0	0	4	4	0	1	4	2	4	0	0	5	2	0	2	3	2	0	0	0	1	2	3	2	1	0	2	2	0	1	1	0	2	1	2	0	1	0	3	1	2	2	2	3	2	2	0	0	1	1	1	2	0	1	0	0	0	1	0	1	4	0	1	3	0	1	3	0	1	1
C[Del(T):R3]G	4	1	0	2	1	1	1	0	4	0	3	4	0	2	1	1	0	1	1	1	1	0	1	0	1	1	2	0	1	4	5	1	1	3	1	4	0	1	6	2	1	1	2	1	0	0	5	3	0	7	0	2	1	0	3	4	5	5	2	2	0	0	0	1	1	1	0	1	2	1	1	0	2	3	0	8	1	3	1	1	1	5	1	5	2	2	1	0	1	1	1	0	3	4	6	3	2	2	0	0	2	2	4	4	0	0	0	1	3	1	0	3	3
C[Del(T):R4]A	3	2	0	2	3	0	1	2	4	0	0	5	3	1	1	0	1	1	2	0	1	3	1	0	3	2	1	0	0	7	7	1	1	3	0	6	1	0	2	6	0	2	0	1	1	1	8	1	0	4	2	5	3	1	4	4	2	7	2	3	3	0	0	3	3	3	5	3	2	2	2	2	3	0	2	3	1	1	1	1	0	2	3	2	0	2	0	2	2	2	1	2	1	0	5	5	3	4	1	1	1	0	5	3	2	1	3	0	1	2	3	0	4
C[Del(T):R4]C	4	0	0	0	1	1	2	1	1	2	0	1	1	1	1	2	1	3	0	3	0	0	2	0	0	2	2	1	0	1	2	1	2	3	1	2	2	0	4	0	0	3	2	0	1	3	11	1	2	4	1	1	2	0	1	3	0	2	3	0	2	1	2	0	1	1	2	0	3	1	2	0	1	0	2	2	1	1	1	0	1	2	1	1	6	2	0	5	0	3	1	0	1	0	3	2	0	2	2	1	0	0	2	0	2	0	0	3	0	2	0	1	1
C[Del(T):R4]G	2	2	1	1	1	2	2	2	4	0	5	1	4	0	0	1	5	2	2	0	2	1	1	1	2	2	1	2	0	4	0	1	1	8	2	2	4	0	11	11	1	4	2	2	0	2	8	4	7	11	2	5	1	2	5	9	1	2	6	2	1	2	1	2	0	1	0	2	4	1	1	1	0	0	0	4	1	0	0	3	0	9	1	0	2	1	0	2	2	5	0	2	2	1	4	2	1	2	0	0	3	2	6	3	1	1	2	1	2	0	2	2	0
C[Del(T):R5]A	3	1	0	4	1	1	2	0	2	0	4	4	1	1	0	1	0	2	1	0	2	0	1	0	0	4	1	0	2	1	2	0	1	4	1	1	2	1	5	5	1	2	2	0	0	1	8	0	0	1	0	2	0	0	2	3	1	4	3	1	1	2	0	0	3	1	2	0	1	1	4	2	2	0	0	4	2	1	0	1	0	2	0	3	1	4	0	1	0	1	1	1	1	0	2	3	1	0	0	1	1	1	1	1	2	0	1	0	1	0	1	4	0
C[Del(T):R5]C	0	1	0	2	2	1	2	1	1	0	2	1	0	0	0	0	1	0	1	1	0	1	0	1	1	1	0	1	0	0	0	0	0	2	0	3	0	0	3	7	1	0	2	2	0	3	19	2	1	0	1	0	0	0	0	2	0	1	0	0	0	1	1	0	1	0	2	0	1	0	1	0	1	1	0	1	3	0	0	2	0	2	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	2	1	0	0	0	1	1	1	0	0
C[Del(T):R5]G	1	0	2	3	0	1	5	0	5	1	1	2	0	1	0	2	2	1	0	2	1	1	0	0	1	0	0	0	1	2	0	1	1	3	1	0	0	0	2	1	1	2	1	2	0	2	13	1	1	3	0	3	2	0	0	2	3	1	1	0	0	3	1	1	1	0	2	0	1	1	2	1	0	1	1	1	1	0	0	1	0	4	1	2	3	1	0	2	0	3	1	0	0	1	2	0	2	1	1	1	0	0	2	0	0	2	4	2	2	0	0	0	1
C[Del(T):R6]A	0	3	0	4	0	1	1	3	2	0	0	2	0	0	0	2	0	0	1	2	1	0	0	0	0	0	0	0	1	2	3	1	2	2	0	0	0	0	3	2	1	0	0	0	0	0	30	0	1	2	0	4	0	1	1	0	0	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	0	0	2	2	1	1	1	0	3	0	3	0	1	0	1	1	1	0	0	0	0	0	5	0	0	0	0	2	1	4	1	1	0	1	1	1	1	1	0	2
C[Del(T):R6]C	1	2	0	1	0	1	0	0	0	0	1	2	0	1	0	1	1	0	0	1	0	0	1	0	0	0	4	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	24	0	2	0	0	1	0	0	0	2	0	2	0	1	0	2	1	1	0	0	0	0	2	1	0	0	1	1	0	3	1	0	0	0	0	5	0	3	0	0	2	0	0	3	0	3	1	1	3	0	0	0	0	1	0	1	0	1	3	1	1	1	3	3	0	2	1
C[Del(T):R6]G	1	1	0	8	0	2	0	1	1	0	0	1	3	2	0	0	0	0	0	0	0	2	2	0	0	2	1	1	1	1	1	0	0	1	0	0	0	0	2	1	0	0	2	0	0	1	8	0	1	1	0	2	0	0	2	1	1	1	0	0	1	0	1	0	1	1	2	1	3	1	0	0	1	0	0	5	0	0	0	0	0	1	0	2	1	1	0	2	0	2	0	1	0	0	2	1	0	2	1	0	0	1	2	2	0	0	0	1	0	2	0	2	2
C[Del(T):R7]A	0	1	1	3	0	0	3	1	0	0	3	2	0	2	0	3	1	1	0	0	0	3	2	0	0	4	0	0	1	0	0	0	2	0	1	3	0	0	2	2	0	0	0	1	0	3	71	3	1	2	1	1	0	0	0	1	0	2	0	0	1	0	2	0	1	2	0	0	0	0	1	0	0	0	0	1	1	2	0	1	0	1	0	0	5	1	0	1	1	3	0	0	1	1	2	2	0	2	0	0	2	1	2	2	1	0	1	0	0	3	1	1	0
C[Del(T):R7]C	1	4	2	2	3	0	1	2	2	0	1	1	1	0	0	1	0	0	0	0	1	1	2	0	0	0	0	3	0	0	0	1	2	4	2	4	0	0	1	1	0	1	0	0	2	0	63	1	0	2	1	2	0	0	2	2	0	2	0	0	2	1	1	0	0	0	1	1	0	1	2	0	1	1	0	0	0	1	0	0	0	2	1	2	4	1	1	0	0	2	1	0	1	0	2	1	0	0	0	0	3	1	2	1	1	2	0	0	0	0	0	1	1
C[Del(T):R7]G	0	2	0	2	1	2	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	2	0	0	0	3	2	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	59	0	0	1	1	1	0	0	1	3	0	2	1	0	0	3	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	2	0	0	2	0	4	4	0	0	0	0	2	0	0	0	2	2	1	0	0	0	0	3	0	3	2	2	1	0	1	2	2	0	0	0
C[Del(T):R8]A	0	2	0	1	0	1	0	0	1	1	0	1	0	1	2	3	1	0	0	0	1	0	1	1	0	2	2	0	1	0	0	0	0	4	0	5	1	0	2	0	0	0	0	0	2	3	122	1	0	1	0	0	0	1	0	0	0	2	0	0	1	1	0	2	0	2	0	0	0	0	0	1	1	0	0	4	0	2	0	0	0	3	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	2	0	0	1	0	1	3	0	0	1	0	1	1	0	1	1
C[Del(T):R8]C	0	1	1	0	2	2	1	0	3	0	1	1	1	0	0	2	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	1	0	0	3	0	1	0	1	1	1	0	0	1	2	102	0	0	4	0	1	0	0	0	0	2	2	0	0	1	1	1	0	0	0	0	0	1	1	3	0	0	0	1	1	2	1	2	0	0	1	1	0	1	0	1	0	1	4	0	1	0	0	1	2	1	0	0	0	0	0	0	1	0	1	2	0	1	0	0	1	0
C[Del(T):R8]G	0	0	2	0	0	0	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	2	1	1	1	114	2	1	1	0	0	0	1	0	1	2	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	1	1	1	0	2	0	0	2	0	0	0
C[Del(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(T):R1]A	2	3	0	0	1	1	2	1	0	0	1	2	1	1	0	0	2	4	0	0	3	2	1	1	1	2	2	1	1	1	1	0	0	3	0	2	2	0	7	1	1	1	1	1	0	1	2	1	3	3	2	5	3	2	1	3	2	3	2	1	2	1	1	0	0	1	0	2	4	2	1	1	1	0	2	1	0	1	0	0	0	3	0	2	1	2	2	1	2	0	0	2	0	0	2	1	1	4	1	1	2	0	2	4	3	0	2	1	3	4	0	0	1
G[Del(T):R1]C	3	1	1	1	0	0	1	2	1	1	0	3	1	2	0	1	0	0	1	1	2	1	1	1	0	0	0	0	1	2	1	0	1	4	0	2	0	0	4	3	0	3	0	1	0	1	4	2	2	3	1	5	2	1	2	5	3	3	1	2	0	3	3	7	1	2	1	2	3	3	0	1	1	0	0	3	2	0	1	2	0	1	2	3	1	0	1	1	0	3	1	2	0	0	4	1	2	2	1	2	1	2	2	4	0	1	4	0	2	1	1	6	3
G[Del(T):R1]G	1	1	0	0	1	1	1	1	3	1	2	4	1	1	1	0	0	1	0	0	5	4	2	1	3	2	1	3	3	1	0	0	6	4	0	3	2	1	4	2	2	2	0	1	0	0	1	2	2	0	1	5	1	0	5	4	2	1	2	2	0	1	1	2	1	2	3	2	1	0	0	1	0	1	1	4	1	0	0	1	1	3	3	0	3	1	2	2	2	0	1	0	3	2	2	1	1	3	0	1	2	0	1	4	2	3	1	2	3	5	0	3	2
G[Del(T):R2]A	1	1	0	0	1	1	0	2	2	0	1	0	0	0	1	2	1	1	1	1	0	1	1	0	2	1	0	0	2	2	0	1	0	2	1	0	1	0	2	3	1	1	0	2	0	1	1	0	3	0	0	1	0	0	3	2	0	0	1	0	2	2	1	4	2	2	1	0	1	1	2	1	0	1	0	2	1	1	2	0	1	0	2	0	0	0	1	1	2	0	1	0	1	0	0	1	0	0	0	1	0	0	0	4	0	1	2	1	6	1	2	1	0
G[Del(T):R2]C	6	0	0	1	1	1	2	0	0	0	0	0	1	0	0	1	1	1	0	1	0	2	0	1	1	0	0	0	0	1	0	0	0	2	0	0	1	0	1	9	0	2	1	1	0	1	4	1	1	1	0	0	0	0	1	3	1	0	1	0	2	0	1	0	0	0	0	4	3	0	0	2	0	0	0	1	0	0	0	0	0	2	1	0	2	0	0	0	0	3	0	1	1	2	1	0	1	2	1	0	1	1	2	1	0	0	0	1	0	0	0	0	0
G[Del(T):R2]G	2	3	0	2	1	1	1	1	0	0	1	1	1	0	0	0	0	2	0	0	2	0	0	0	0	2	0	2	0	1	1	2	0	2	1	1	2	0	2	2	1	1	0	1	0	0	1	0	0	2	0	2	0	0	0	3	0	2	0	0	0	1	0	1	2	0	0	0	0	0	2	0	1	0	0	1	1	1	0	0	1	2	0	2	1	1	1	3	3	2	1	0	1	0	0	0	3	1	0	0	3	0	0	3	0	0	3	0	1	1	0	2	1
G[Del(T):R3]A	2	0	1	2	1	2	3	4	0	1	2	2	2	1	0	2	2	1	2	1	2	2	2	0	1	2	3	1	2	2	1	3	3	5	0	3	1	0	4	0	0	0	1	0	0	2	3	2	2	3	0	4	4	0	0	5	0	2	0	1	0	1	0	0	0	1	2	1	4	1	5	0	0	1	0	3	0	1	0	1	0	3	2	1	1	1	1	2	0	1	0	1	3	0	3	0	1	2	1	1	0	0	1	2	0	0	3	0	2	2	1	0	0
G[Del(T):R3]C	1	0	0	1	0	0	3	2	2	0	0	1	0	0	2	0	0	0	0	0	2	1	0	1	1	0	0	0	0	2	0	0	2	1	0	1	1	0	4	0	0	1	0	2	0	0	2	0	1	1	1	2	3	0	0	2	1	1	2	2	2	2	0	1	1	1	1	1	1	0	3	1	1	0	2	1	1	0	1	0	2	4	0	4	0	1	1	1	0	2	1	0	1	0	2	1	1	0	1	1	0	1	0	2	0	2	3	2	0	1	2	1	0
G[Del(T):R3]G	3	2	0	2	0	2	2	3	1	0	5	1	1	2	2	3	0	1	0	2	0	1	0	0	0	2	0	2	2	3	5	0	1	3	1	0	1	0	3	3	2	3	0	1	0	2	5	1	3	4	2	2	1	1	4	4	1	4	1	3	0	3	1	1	1	0	0	1	1	1	2	2	1	0	1	3	1	1	0	1	0	3	3	1	1	1	1	3	2	1	0	2	0	0	1	0	0	2	2	0	0	0	1	2	1	1	2	0	0	0	1	0	2
G[Del(T):R4]A	1	2	1	8	4	2	3	1	4	0	6	1	2	0	1	3	0	1	1	1	2	2	2	0	0	1	1	3	1	2	1	1	1	3	1	0	0	1	6	7	1	0	1	3	0	0	11	0	1	7	1	2	0	0	3	5	1	4	5	2	2	5	1	1	3	2	1	2	3	1	3	1	1	0	0	3	2	0	1	1	2	7	1	1	3	4	2	5	1	1	0	3	2	0	4	2	1	3	1	0	1	1	1	5	1	1	5	2	1	3	2	1	0
G[Del(T):R4]C	0	1	0	0	0	1	0	3	0	0	0	2	0	0	0	0	0	0	0	3	0	1	1	1	1	0	0	0	0	0	0	0	3	0	0	1	0	0	0	1	0	0	1	1	0	2	6	1	1	1	0	1	0	0	1	2	2	4	2	2	0	2	0	0	0	0	1	2	4	0	2	0	0	0	0	1	1	0	1	0	0	4	1	1	2	1	0	0	1	2	0	1	0	2	0	2	1	1	1	0	0	0	3	2	2	2	2	0	2	1	1	0	0
G[Del(T):R4]G	2	0	0	2	3	1	4	1	4	1	1	2	0	1	1	1	2	0	1	0	2	2	1	0	1	2	3	0	2	3	2	0	3	7	0	0	1	0	3	5	0	4	2	2	0	1	5	2	2	4	3	2	0	0	6	9	1	1	2	1	2	1	0	2	3	1	0	5	4	2	2	1	3	0	1	5	2	2	0	0	1	9	1	2	1	3	3	2	0	3	0	4	1	0	2	3	4	2	0	1	4	0	6	4	0	0	4	2	3	0	1	2	1
G[Del(T):R5]A	0	5	0	3	1	0	2	3	3	0	3	2	3	4	1	2	2	1	0	1	0	2	2	1	0	1	1	3	1	1	2	0	2	1	2	1	1	1	1	7	3	3	1	1	2	2	9	3	1	2	2	3	0	0	2	6	1	3	0	2	1	5	2	2	2	2	0	2	4	3	4	0	6	0	2	2	0	0	0	1	0	6	2	2	3	1	0	2	2	0	1	1	0	0	1	3	0	3	0	2	2	1	1	4	4	1	2	1	6	2	0	1	0
G[Del(T):R5]C	0	1	0	0	1	0	1	0	2	0	0	0	0	0	0	0	1	0	0	2	2	0	0	0	1	1	2	0	0	0	0	1	1	1	0	1	0	0	1	1	2	0	0	0	0	3	15	0	2	0	2	2	0	0	0	2	1	2	1	2	2	1	1	1	0	1	1	0	1	1	0	1	5	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0	1	0	2	0	0	1	3	1	0	1	1	0	1	2	0	1	1	0	2	2	2	0	1	2
G[Del(T):R5]G	2	4	0	5	0	2	0	4	1	3	6	8	0	0	0	1	2	2	1	2	1	0	0	1	3	0	3	2	3	1	1	1	4	1	2	3	1	0	5	3	1	1	0	2	0	2	16	2	1	1	0	0	1	0	2	2	0	3	0	1	0	0	0	0	0	2	1	1	2	0	1	1	0	0	1	0	0	0	0	0	0	3	1	2	2	0	0	2	1	1	0	1	2	1	4	1	1	3	4	0	3	3	3	2	0	1	4	0	3	3	1	1	6
G[Del(T):R6]A	0	2	0	1	1	4	0	0	4	0	1	0	0	0	0	2	0	1	0	0	0	1	2	0	0	3	0	0	0	3	0	1	1	0	0	2	1	0	2	1	0	1	2	1	0	2	10	1	0	0	1	3	1	2	0	2	1	1	0	0	0	2	3	0	0	0	2	2	0	1	5	0	1	0	0	1	1	0	1	1	0	2	0	0	0	2	2	2	0	0	0	0	0	0	3	3	0	0	1	1	0	1	1	2	0	0	1	0	0	0	1	0	1
G[Del(T):R6]C	0	0	0	2	0	1	0	0	3	0	1	3	1	0	3	0	1	0	2	0	0	1	0	1	0	0	1	1	1	1	0	0	2	2	0	1	1	0	0	0	1	0	1	0	0	1	18	0	0	1	0	1	0	0	1	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	1	1	0	0	0	0	1	0	1	2	0	0	0	1	0	0	0	3	0	3	0	2	1	1	1	0	1	0	0	2	0	0	0	0	0
G[Del(T):R6]G	2	1	0	0	2	5	0	2	2	2	3	1	0	1	0	1	0	1	0	2	0	1	1	0	0	0	1	2	1	1	1	0	1	0	0	2	3	0	1	1	2	0	2	2	0	0	10	1	0	1	0	0	0	0	0	0	0	1	2	1	0	3	0	0	1	0	1	1	2	1	3	0	2	1	1	0	1	0	1	1	0	3	0	1	0	2	1	3	0	0	1	0	1	0	3	1	0	0	0	0	1	0	2	1	0	1	0	3	3	0	0	0	1
G[Del(T):R7]A	1	4	0	0	0	1	0	1	2	2	2	1	0	0	0	2	0	1	0	0	0	2	0	0	0	0	0	2	0	0	0	1	1	0	0	3	1	0	0	2	0	0	1	0	0	0	31	3	0	4	0	1	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	1	1	0	0	1	1	1	1	0	0	2	0	1	0	2	1	0	1	2	1	0	0	1	0	2	0	0	0	1	0	0	0	0	2	0	0	0	2	1	0	0	1
G[Del(T):R7]C	1	1	1	2	0	1	0	2	2	1	0	1	0	0	0	1	2	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	46	0	0	2	2	0	1	0	1	1	0	3	0	0	0	0	0	1	0	2	1	0	1	1	2	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	2	2	0	2	0	3	0	1	0	2	0	1	0	0	1	1	1	0	2	0	1	1	0	1	1	1	1
G[Del(T):R7]G	0	0	0	3	0	1	1	0	1	0	2	1	2	0	0	0	0	0	0	0	1	0	1	0	0	2	2	0	1	2	0	0	1	2	0	0	1	0	1	0	0	1	0	0	1	1	25	0	0	2	1	0	0	0	0	1	0	0	0	0	3	0	1	0	0	0	1	0	1	0	4	0	0	0	0	3	0	0	0	0	1	4	1	0	0	0	2	1	0	0	0	1	0	0	2	3	0	1	0	1	1	2	0	0	0	0	1	0	2	3	1	0	0
G[Del(T):R8]A	0	1	0	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	1	0	71	0	0	0	1	2	0	0	0	1	0	0	0	0	0	2	1	1	0	1	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	2	0	0	0
G[Del(T):R8]C	0	0	1	1	1	2	1	0	0	0	2	0	0	1	0	0	1	0	0	0	0	1	2	2	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	46	2	1	0	0	0	0	0	1	2	0	0	0	0	1	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	2	0	2	1	0	1	1	0	1	0	3	0	0	0	0	1	0	0	0
G[Del(T):R8]G	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	43	1	0	1	0	0	0	0	0	2	0	1	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
G[Del(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R0]A	0	1	0	2	0	1	0	0	1	0	0	2	0	0	2	0	0	1	0	2	0	0	2	0	1	2	0	0	2	0	0	0	2	0	0	1	1	0	1	2	0	3	0	0	1	1	16	0	0	2	0	2	0	0	0	0	0	0	3	1	2	1	0	0	1	3	1	0	3	1	0	0	0	0	0	0	0	1	1	0	0	3	0	0	2	0	1	3	0	1	0	2	1	1	3	1	1	2	0	1	0	0	2	2	1	1	0	1	1	3	0	2	0
A[Ins(C):R0]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A[Ins(C):R0]T	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1
