Sample Names	MutationType	ID1	ID2	ID3	ID5	ID8	ID9	ID14	ID19
SP18310	5:Ins:R:5	0.1505840382434043	0.8494159617565957	0.0	0.0	0.0	0.0	0.0	0.0
SP18310	2:Del:M:1	0.5385645043721814	0.4614354956278185	0.0	0.0	0.0	0.0	0.0	0.0
SP18310	3:Del:M:1	0.9624889469423726	0.03751105305762738	0.0	0.0	0.0	0.0	0.0	0.0
SP18310	3:Del:M:2	0.07916315465105594	0.920836845348944	0.0	0.0	0.0	0.0	0.0	0.0
SP18310	4:Del:M:1	0.08884806044794472	0.9111519395520553	0.0	0.0	0.0	0.0	0.0	0.0
SP18310	4:Del:M:2	0.043241487749765606	0.9567585122502344	0.0	0.0	0.0	0.0	0.0	0.0
SP18310	4:Del:M:3	0.03811983768534409	0.9618801623146559	0.0	0.0	0.0	0.0	0.0	0.0
SP18310	5:Del:M:1	0.0002232976230091498	0.9997767023769908	0.0	0.0	0.0	0.0	0.0	0.0
SP18310	5:Del:M:2	3.4587252280273895e-07	0.9999996541274773	0.0	0.0	0.0	0.0	0.0	0.0
SP18310	5:Del:M:3	7.029397368729661e-09	0.9999999929706026	0.0	0.0	0.0	0.0	0.0	0.0
SP18310	5:Del:M:4	0.014137112610720325	0.9858628873892797	0.0	0.0	0.0	0.0	0.0	0.0
SP18310	5:Del:M:5	0.045856362877997194	0.9541436371220029	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	1:Del:C:0	0.006752693812071447	0.9932473061879284	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	1:Del:C:1	0.8777445161148719	0.12225548388512802	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	1:Del:C:2	2.1831643089532618e-13	0.9999999999997817	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	1:Del:C:3	0.13665666385844027	0.8633433361415597	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	1:Del:C:4	0.03618785372280484	0.9638121462771951	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	1:Del:C:5	0.045162858674940874	0.9548371413250591	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	1:Del:T:0	0.03291043601109676	0.9670895639889032	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	1:Del:T:1	0.14667733112732542	0.8533226688726747	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	1:Del:T:2	0.026573951377016392	0.9734260486229835	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	1:Del:T:3	0.02274436233596308	0.9772556376640369	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	1:Del:T:4	0.01833905545052	0.9816609445494799	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	1:Del:T:5	8.333943919077715e-19	1.0	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	1:Ins:C:0	0.14667733112732542	0.8533226688726747	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	1:Ins:C:1	2.990688732059811e-15	0.999999999999997	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	1:Ins:C:2	2.5914660308572328e-14	0.999999999999974	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	1:Ins:C:3	0.28750474583473934	0.7124952541652607	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	1:Ins:C:4	0.11172806824579884	0.8882719317542012	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	1:Ins:C:5	0.3559531040584665	0.6440468959415335	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	1:Ins:T:0	0.26069168365764994	0.7393083163423501	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	1:Ins:T:1	0.9999999999995222	4.778298003626951e-13	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	1:Ins:T:2	0.057619826843176736	0.9423801731568232	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	1:Ins:T:3	0.44560983264127846	0.5543901673587216	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	1:Ins:T:4	0.49476234268607466	0.5052376573139253	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	1:Ins:T:5	0.9831472605092445	0.016852739490755542	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	2:Del:R:0	0.46209992626457846	0.5379000737354216	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	2:Del:R:1	0.06552439611370357	0.9344756038862964	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	2:Del:R:2	0.04981780770648599	0.9501821922935139	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	2:Del:R:3	0.1058960006131108	0.8941039993868892	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	2:Del:R:4	0.012539952545520122	0.9874600474544799	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	2:Del:R:5	0.1269337552805547	0.8730662447194454	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	3:Del:R:0	0.6775462074764597	0.3224537925235403	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	3:Del:R:1	0.17043152459349042	0.8295684754065096	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	3:Del:R:2	0.06447647787151081	0.9355235221284892	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	3:Del:R:3	0.1590712681702661	0.8409287318297339	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	3:Del:R:4	0.14604632031300377	0.8539536796869962	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	3:Del:R:5	0.14667733112732542	0.8533226688726747	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	4:Del:R:0	0.6282753211914702	0.37172467880852983	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	4:Del:R:1	0.0802936537507689	0.919706346249231	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	4:Del:R:2	0.0012180320702154703	0.9987819679297847	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	4:Del:R:3	9.339258598136853e-14	0.9999999999999065	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	4:Del:R:4	0.14667733112732542	0.8533226688726747	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	4:Del:R:5	0.02740170559524661	0.9725982944047534	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	5:Del:R:0	0.042593275318702974	0.9574067246812971	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	5:Del:R:1	0.012965629468988472	0.9870343705310115	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	5:Del:R:2	0.0612090578191718	0.9387909421808281	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	5:Del:R:3	0.02392714679639035	0.9760728532036097	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	5:Del:R:4	0.007475445104684518	0.9925245548953157	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	5:Del:R:5	0.23245181587869257	0.7675481841213074	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	2:Ins:R:0	0.19904311224450433	0.8009568877554957	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	2:Ins:R:1	0.005914730813094075	0.994085269186906	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	2:Ins:R:2	0.042011606866496305	0.9579883931335038	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	2:Ins:R:3	0.21669261973194268	0.7833073802680575	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	2:Ins:R:4	0.2320606694628849	0.767939330537115	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	2:Ins:R:5	0.21424035628510815	0.7857596437148918	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	3:Ins:R:0	0.001084778420175387	0.9989152215798246	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	3:Ins:R:1	0.04083840381993803	0.9591615961800619	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	3:Ins:R:2	0.04128320177287124	0.9587167982271287	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	3:Ins:R:3	0.9188494144984571	0.08115058550154294	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	3:Ins:R:4	0.11394228416025019	0.8860577158397499	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	3:Ins:R:5	0.12077204627722772	0.8792279537227723	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	4:Ins:R:0	4.0414529766939597e-14	0.9999999999999595	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	4:Ins:R:1	0.11256935011344363	0.8874306498865563	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	4:Ins:R:2	0.5593591208365185	0.44064087916348144	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	4:Ins:R:3	0.19410868897030625	0.8058913110296937	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	4:Ins:R:4	0.2081855938646084	0.7918144061353917	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	4:Ins:R:5	0.0856193970415948	0.9143806029584053	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	5:Ins:R:0	0.14667733112732542	0.8533226688726747	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	5:Ins:R:1	0.6857436135139423	0.31425638648605775	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	5:Ins:R:2	0.9043292997860638	0.09567070021393621	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	5:Ins:R:3	0.33234242083230164	0.6676575791676984	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	5:Ins:R:4	0.9615144241096204	0.03848557589037956	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	5:Ins:R:5	0.17531537407875414	0.8246846259212458	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	2:Del:M:1	0.5832618490685954	0.4167381509314047	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	3:Del:M:1	0.9685225417866777	0.031477458213322276	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	3:Del:M:2	0.09345515837187493	0.906544841628125	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	4:Del:M:1	0.10468977677407311	0.8953102232259269	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	4:Del:M:2	0.05141031594381315	0.9485896840561868	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	4:Del:M:3	0.04536700388456451	0.9546329961154355	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	5:Del:M:1	0.00026775548125852966	0.9997322445187415	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	5:Del:M:2	4.147530747620825e-07	0.9999995852469252	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	5:Del:M:3	8.429303217027685e-09	0.9999999915706967	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	5:Del:M:4	0.01690492707126152	0.9830950729287384	0.0	0.0	0.0	0.0	0.0	0.0
SP17172	5:Del:M:5	0.054491037806780294	0.9455089621932198	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	1:Del:C:0	0.005621179855201773	0.9943788201447982	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	1:Del:C:1	0.8565227134790573	0.14347728652094277	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	1:Del:C:2	1.8152747904361665e-13	0.9999999999998185	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	1:Del:C:3	0.11630671313532295	0.8836932868646771	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	1:Del:C:4	0.030274379774618942	0.9697256202253811	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	1:Del:C:5	0.03784035576559732	0.9621596442344027	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	1:Del:T:0	0.02751723582625391	0.972482764173746	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	1:Del:T:1	0.12505131238416603	0.874948687615834	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	1:Del:T:2	0.02219531134518458	0.9778046886548155	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	1:Del:T:3	0.018984424541214462	0.9810155754587855	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	1:Del:T:4	0.015295973351200476	0.9847040266487995	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	1:Del:T:5	6.929573848000225e-19	1.0	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	1:Ins:C:0	0.12505131238416603	0.874948687615834	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	1:Ins:C:1	2.486721608211169e-15	0.9999999999999976	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	1:Ins:C:2	2.1547727474264813e-14	0.9999999999999785	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	1:Ins:C:3	0.25122823847301873	0.7487717615269813	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	1:Ins:C:4	0.09468319148224838	0.9053168085177516	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	1:Ins:C:5	0.31485656220879565	0.6851434377912042	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	1:Ins:T:0	0.2267218101300803	0.7732781898699198	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	1:Ins:T:1	0.9999999999994253	5.74668348506831e-13	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	1:Ins:T:2	0.04837994265642069	0.9516200573435791	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	1:Ins:T:3	0.400600549328605	0.5993994506713949	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	1:Ins:T:4	0.4488075409948517	0.5511924590051482	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	1:Ins:T:5	0.979800818192016	0.020199181807983975	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	2:Del:R:0	0.41667689989629864	0.5833231001037013	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	2:Del:R:1	0.05509104109243543	0.9449089589075645	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	2:Del:R:2	0.041773591409781395	0.9582264085902186	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	2:Del:R:3	0.08965104807749594	0.9103489519225041	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	2:Del:R:4	0.010448899206085148	0.9895511007939148	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	2:Del:R:5	0.10785080097299192	0.8921491990270081	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	3:Del:R:0	0.6359848882985006	0.3640151117014992	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	3:Del:R:1	0.14590202939468472	0.8540979706053153	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	3:Del:R:2	0.054200303437663515	0.9457996965623364	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	3:Del:R:3	0.13590893799160747	0.8640910620083925	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	3:Del:R:4	0.12449976349969746	0.8755002365003025	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	3:Del:R:5	0.12505131238416603	0.874948687615834	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	4:Del:R:0	0.5842601213903702	0.4157398786096298	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	4:Del:R:1	0.06767893095596146	0.9323210690440384	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	4:Del:R:2	0.0010129868936617355	0.9989870131063382	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	4:Del:R:3	7.765480877932689e-14	0.9999999999999224	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	4:Del:R:4	0.12505131238416603	0.874948687615834	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	4:Del:R:5	0.02288988213450008	0.9771101178655	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	5:Del:R:0	0.03567182854293363	0.9643281714570664	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	5:Del:R:1	0.010804370607871523	0.9891956293921285	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	5:Del:R:2	0.05142501478792366	0.9485749852120763	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	5:Del:R:3	0.019975676144080846	0.9800243238559193	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	5:Del:R:4	0.006223582301920803	0.9937764176980791	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	5:Del:R:5	0.2011605270339374	0.7988394729660626	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	2:Ins:R:0	0.17124572831435528	0.8287542716856446	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	2:Ins:R:1	0.004922934035460342	0.9950770659645397	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	2:Ins:R:2	0.03518120842743262	0.9648187915725674	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	2:Ins:R:3	0.18700587918315548	0.8129941208168445	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	2:Ins:R:4	0.2008082589858638	0.7991917410141363	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	2:Ins:R:5	0.18481030950856736	0.8151896904914325	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	3:Ins:R:0	0.0009021450827510365	0.999097854917249	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	3:Ins:R:1	0.03419194105577634	0.9658080589442237	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	3:Ins:R:2	0.034566956884416876	0.9654330431155832	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	3:Ins:R:3	0.903982302132769	0.09601769786723105	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	3:Ins:R:4	0.09659634753656089	0.9034036524634391	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	3:Ins:R:5	0.10250666901644287	0.8974933309835571	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	4:Ins:R:0	3.3604194037245915e-14	0.9999999999999664	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	4:Ins:R:1	0.09540991552014232	0.9045900844798577	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	4:Ins:R:2	0.5135024673316507	0.4864975326683493	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	4:Ins:R:3	0.166856864136315	0.8331431358636849	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	4:Ins:R:4	0.1793973906884412	0.8206026093115586	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	4:Ins:R:5	0.07223367627096013	0.9277663237290399	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	5:Ins:R:0	0.12505131238416603	0.874948687615834	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	5:Ins:R:1	0.6446847834644391	0.35531521653556086	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	5:Ins:R:2	0.8871288154207223	0.11287118457927765	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	5:Ins:R:3	0.2927328382967128	0.7072671617032871	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	5:Ins:R:4	0.9540730242042847	0.04592697579571528	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	5:Ins:R:5	0.15021024339898012	0.8497897566010199	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	2:Del:M:1	0.5378374358100982	0.46216256418990176	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	3:Del:M:1	0.9623831871418232	0.037616812858176786	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	3:Del:M:2	0.07895016961332414	0.9210498303866759	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	4:Del:M:1	0.08861152602143274	0.9113884739785673	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	4:Del:M:2	0.04312062271029476	0.9568793772897053	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	4:Del:M:3	0.03801271948977142	0.9619872805102285	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	5:Del:M:1	0.00022264549887765261	0.9997773545011224	0.0	0.0	0.0	0.0	0.0	0.0
SP96133	5:Del:M:2	3.4486220318097074e-07	0.9999996551377969	0.0	0.0	0.0	0.0	0.0	0.0
