MutationType	SP124389	SP124362	SP124394	SP124334	SP124339	SP124454	SP124380	SP124273	SP124357	SP124399	SP124311	SP124355	SP124434	SP124428	SP124449	SP124298	SP124431	SP124396	SP124409	SP124341	SP124353	SP124278	SP124376	SP124346	SP124439	SP124351	SP124406	SP124323	SP124391	SP124423	SP124382	SP124415	SP124436	SP124460	SP124425	SP124456	SP124367	SP124281	SP124377	SP124412	SP124333	SP124359	SP124286	SP124329	SP124326	SP124458	SP124401	SP124264	SP124384	SP124403	SP124462	SP124271	SP124336	SP124452	SP124386	SP124441	SP124418	SP124291	SP124319	SP124305	SP124447	SP124344	SP124369	SP124348	SP124295	SP124444	SP124365	SP124420	SP124364	SP124307	SP82445	SP83242	SP103894	SP83382	SP82451	SP104330	SP83312	SP82614	SP82431	SP82459	SP113197	SP82532	SP82636	SP82796	SP83482	SP104530	SP82429	SP82644	SP82988	SP82461	SP82900	SP82399	SP82756	SP82836	SP82417	SP82471	SP82435	SP104056	SP83083	SP82433	SP82780	SP83019	SP83099	SP83146	SP103866	SP83844	SP83027	CPCT02060044T	CPCT02030247T	CPCT02050043T	CPCT02020342T	CPCT02010371T	CPCT02030256T	CPCT02050045T	CPCT02050047T	CPCT02010393T	CPCT02020358T	CPCT02090002T	CPCT02010403T	CPCT02030272T	CPCT02020373T	CPCT02050052T	CPCT02030270T	CPCT02050056T	CPCT02050055T	CPCT02030279T	CPCT02020320T	CPCT02060037T	CPCT02100033T	CPCT02010436T	CPCT02010439T	CPCT02060043T	CPCT02030284T	CPCT02020410T	CPCT02020408T	CPCT02030291T	CPCT02050079T	CPCT02050073T	CPCT02220001T	CPCT02010440T	CPCT02011020T	CPCT02340050T	CPCT02080280T	CPCT02080282T	CPCT02060163T	CPCT02011025T	CPCT02010754TII	CPCT02010716T	CPCT02170039T	CPCT02080284T	CPCT02030555T	CPCT02011037T	CPCT02120180T	CPCT02050304T	CPCT02020895T	CPCT02090032T	CPCT02020662T	DRUP01080025T	CPCT02020891T	CPCT02080266TII	CPCT02020901T	CPCT02080287T	CPCT02011045T	CPCT02020897T	CPCT02120101T	CPCT02020910T	CPCT02120095T	CPCT02080294T	CPCT02080292T	CPCT02120098T	CPCT02120105T	CPCT02020914T	CPCT02160035T	CPCT02050310T	CPCT02290061T	CPCT02050308T	CPCT02090035T	CPCT02020933T	CPCT02020930T	CPCT02020934T	CPCT02020939T	CPCT02020670T	CPCT02020837TII	CPCT02030459T	CPCT02350019T	CPCT02050424T	CPCT02340064T	CPCT02011045TII	CPCT02120189T	CPCT02010754T	CPCT02020868T	CPCT02060286T	CPCT02060288T	CPCT02120193T	CPCT02120187T	CPCT02120191T	CPCT02080304T	CPCT02080307T	CPCT02080303T	CPCT02340067T	CPCT02030461T	CPCT02020919T	CPCT02050432T	CPCT02120110T	CPCT02080308T	CPCT02020951T	DRUP01060009T	CPCT02020949T	CPCT02020960T	WIDE01010033T	CPCT02340115T	CPCT02050322T	CPCT02050046T	CPCT02050331T	WIDE01010071T	CPCT02020895TII	CPCT02030468T	CPCT02020959T	CPCT02080313T	CPCT02080311T	CPCT02011108T	CPCT02080314T	CPCT02020694T	CPCT02020672T	WIDE01010123T	CPCT02020665T	CPCT02080207T	CPCT02060291T	CPCT02050441T	CPCT02050440T	CPCT02050438T	DRUP01230001T	CPCT02080205T	CPCT02020714T	WIDE01010172T	CPCT02340081T	CPCT02010801T	CPCT02010794T	CPCT02340083T	CPCT02050347T	CPCT02120198T	CPCT02120199T	WIDE01010255T	CPCT02040241T	WIDE01010305T	WIDE01010314T	CPCT02060228T	WIDE01010328T	CPCT02030479T	CPCT02040246T	WIDE01010376T	WIDE01010381T	WIDE01010392T	CPCT02080221T	CPCT02020723T	CPCT02020736T	CPCT02020743T	CPCT02020739T	CPCT02050365T	CPCT02020670TII	CPCT02030490T	CPCT02300042T	CPCT02020700T	CPCT02220050T	CPCT02050370T	CPCT02050373T	CPCT02080234T	CPCT02030499T	CPCT02020770T	CPCT02050376T	CPCT02080239T	CPCT02050301T	CPCT02080242T	CPCT02020789T	CPCT02020796T	CPCT02220057T	CPCT02340098T	CPCT02340097T	CPCT02170038T	CPCT02010920T	CPCT02050399T	CPCT02050404T	CPCT02050402T	CPCT02060256T	CPCT02080259T	CPCT02020813T	CPCT02020785T	CPCT02020810T	CPCT02020821T	CPCT02340100T	CPCT02080266T	CPCT02010941T	CPCT02020822T	CPCT02020819T	CPCT02050405T	CPCT02020837T	CPCT02340102T	DRUP01060021T	DRUP01060019T	DRUP01060018T	CPCT02070394T	CPCT02080269T	CPCT02030459TII	CPCT02050411T	CPCT02030547T	CPCT02020828T	CPCT02080270T	CPCT02060133T	CPCT02050276TII	CPCT02080271T	CPCT02050243T	CPCT02060126T	DRUP01010106T	CPCT02050245T	CPCT02030548T	CPCT02050415T	CPCT02020853T	CPCT02020506TII	DRUP01080021T	CPCT02020854T	CPCT02010994T	DRUP01080022T	CPCT02020863T	CPCT02050276T	CPCT02030552T	CPCT02080275T	CPCT02030553T	CPCT02120062T	CPCT02020615T	CPCT02050421T	CPCT02120053T	CPCT02020626T	CPCT02120055T	CPCT02070422T	CPCT02120058T	CPCT02170017T	CPCT02020609T	CPCT02050249T	CPCT02060146T	CPCT02060049T	CPCT02050159T	CPCT02010550T	CPCT02010534T	CPCT02050079TII	CPCT02050170T	CPCT02050168T	CPCT02020509T	CPCT02050073TII	CPCT02020511T	CPCT02010565T	CPCT02020517T	CPCT02010393TII	CPCT02050181T	CPCT02020519T	CPCT02020520T	CPCT02060092T	CPCT02080116T	CPCT02080113T	CPCT02050194T	CPCT02050193T	CPCT02030350T	CPCT02080123T	CPCT02020542T	CPCT02010505T	CPCT02020553T	CPCT02170006T	CPCT02050212T	CPCT02050214T	CPCT02050217T	CPCT02020573T	CPCT02180032T	CPCT02010503TII	CPCT02010622T	CPCT02030370T	CPCT02030339TII	CPCT02040142T	CPCT02120050T	CPCT02120037T	CPCT02050235T	CPCT02050236T	CPCT02050232T	CPCT02050240T	CPCT02020574T	CPCT02020578T	CPCT02090005T	CPCT02020423T	CPCT02020426T	CPCT02050092T	CPCT02010403TII	CPCT02020412T	CPCT02010469T	CPCT02180012T	CPCT02020445T	CPCT02050105T	CPCT02050055TII	CPCT02010493T	CPCT02010503T	CPCT02010501T	CPCT02020464T	CPCT02090009T	CPCT02020468T	CPCT02340001T	CPCT02080079T	CPCT02010526T	CPCT02010532T	CPCT02060051T	CPCT02050141T	CPCT02110024T	CPCT02120013T	CPCT02050158T	CPCT02050149T	CPCT02010557T	CPCT02220014T	CPCT02050052TII	CPCT02020506T	CPCT02030339T	CPCT02080163T	CPCT02050281T	CPCT02070243T	CPCT02340040T	CPCT02120077T	CPCT02030437T	CPCT02010641TII	CPCT02050291T	CPCT02020643T	CPCT02150006T	WIDE01010503T	WIDE01010567T	WIDE01010459T	CPCT02060041T	WIDE01010561T	WIDE01010651T
A[Del(T):R(5,7)]G	4	5	1	5	1	4	4	0	4	10	9	1	3	3	7	7	3	4	5	6	0	0	2	2	4	1	8	2	1	0	12	5	10	5	0	6	5	3	3	1	3	3	1	0	2	4	11	3	742	0	5	9	0	2	2	5	5	2	3	1	13	2	3	3	11	3	1	3	14	3	6	3	10	2	4	3	3	5	7	1	2	3	5	2	1	12	1	8	5	4	3	2	0	0	1	2	2	11	1	1	2	2	0	8	3	1	2	5	3	2	2	1	3	4	5	5	2	0	0	1	5	3	1	4	9	0	2	1	2	1	0	4	5	2	5	3	0	1	1	2	8	10	3	3	1	5	5	5	1	0	1	6	2	10	3	5	2	5	1	2	2	1	3	2	0	1	1	4	1	1	112	2	2	6	1	2	2	3	3	7	1	2	4	4	2	14	5	2	5	0	4	4	11	2	2	4	0	1	1	10	17	4	2	3	1	1	6	4	2	1	3	4	2	1	5	3	0	3	1	6	25	0	4	2	0	2	1	4	2	3	2	668	3	1	6	1	6	7	6	0	2	5	2	8	5	3	4	3	4	2	2	46	2	1	1	3	0	6	2	2	6	4	4	8	6	1	8	5	4	1	0	4	4	5	4	4	4	5	2	0	2	1	1	1	1	0	8	0	4	30	3	6	1	2	3	1	4	5	11	9	14	4	6	2	1	0	6	1	5	2	5	2	13	2	3	3	0	3	5	0	1	3	7	6	0	4	6	4	7	19	4	2	3	15	1	6	8	4	8	1	3	1	0	1	394	2	2	3	8	3	3	2	24	2	3	2	7	5	1	3	1	6	8	0	0	3	1	0	5	3	4	5	7	5	5	0	1	3	8	5	2	24	0	7	3	3	22	1	0	2	4	2	4	5	11	4	3	6	0	4	0	2	1	0	4	4	1	16	2	3	2	4	5	8	3	3	2	2	3	0	3	2	1	1	3	4	3	11	3	0	5	0
C[Del(T):R(5,7)]A	1	4	6	3	0	1	9	3	4	5	5	0	4	3	5	17	4	2	9	2	1	0	2	7	13	1	6	0	0	1	21	13	9	9	5	7	5	0	2	1	1	2	1	2	3	4	16	5	618	2	4	5	1	5	5	5	5	2	6	2	27	1	7	1	3	0	5	4	15	7	16	2	14	4	3	0	1	6	20	1	0	9	5	4	4	9	0	8	6	4	5	4	3	3	4	1	2	16	7	0	2	6	3	14	5	0	2	7	4	1	2	4	0	2	5	6	1	4	0	3	2	2	1	1	7	1	1	0	2	4	5	4	5	3	4	7	0	3	1	2	2	12	4	5	0	2	4	7	0	0	5	11	5	7	2	1	1	7	2	1	4	2	3	2	3	7	2	1	2	6	107	3	4	4	6	1	3	1	4	3	2	9	3	2	0	25	2	4	9	2	1	7	12	0	3	4	0	3	0	10	24	2	1	0	3	2	4	6	4	1	8	5	3	1	3	1	3	2	4	2	10	2	7	0	2	3	2	9	0	3	5	558	4	4	16	0	0	8	5	1	5	1	13	3	3	3	3	2	7	3	0	37	3	1	0	2	2	9	5	9	1	5	4	6	8	1	10	2	9	1	1	2	5	8	2	7	10	6	2	3	1	1	1	3	3	2	23	3	2	30	1	13	5	2	3	3	1	10	8	8	11	5	3	3	1	2	1	2	4	1	2	4	16	2	3	3	2	2	4	1	3	6	4	3	2	14	7	12	5	11	3	5	3	10	3	7	25	2	5	0	8	8	0	1	382	3	0	3	3	4	2	7	22	14	8	1	13	1	7	3	0	10	4	1	1	5	3	2	2	0	1	3	0	4	6	0	0	9	19	5	3	23	0	11	11	8	23	3	0	7	6	0	0	7	8	1	3	3	3	3	1	2	0	1	9	1	2	16	3	5	0	3	1	3	2	5	0	3	4	3	1	1	2	1	4	15	4	13	8	9	6	1
C[Del(T):R(5,7)]C	2	2	3	3	1	1	4	0	2	3	3	1	3	8	4	4	2	3	2	4	2	3	2	1	2	1	5	0	2	0	8	5	8	0	1	2	5	1	3	2	1	5	2	0	2	5	14	3	477	0	3	6	0	1	3	4	1	3	0	4	11	3	3	0	7	1	2	5	10	1	4	1	11	2	6	0	7	6	8	0	1	1	4	1	2	5	1	1	5	1	5	1	1	1	0	0	1	5	4	7	2	0	3	4	1	1	1	3	3	0	2	1	2	2	4	2	0	3	0	1	3	4	0	1	11	2	0	0	0	4	0	0	1	1	2	1	0	1	0	1	5	11	0	2	0	11	0	5	0	0	2	2	1	5	0	4	0	5	2	4	2	1	3	6	2	2	1	0	0	1	127	0	1	9	6	2	0	2	2	1	2	9	1	2	1	17	1	3	2	3	1	6	5	2	2	1	3	2	0	5	9	2	3	1	2	0	2	2	4	0	7	3	1	0	1	0	3	3	0	3	24	0	4	1	0	1	1	1	3	6	7	515	5	1	8	0	4	5	5	0	5	3	4	3	2	0	2	2	3	1	3	39	3	0	1	2	1	3	5	9	2	4	2	11	8	1	6	2	0	0	0	0	0	2	4	7	1	4	0	0	0	2	3	1	0	2	13	1	4	17	1	3	4	2	1	0	1	5	6	6	10	4	1	6	0	0	2	1	2	0	2	1	16	4	1	3	0	6	7	0	1	4	7	0	2	5	4	5	3	8	3	0	3	11	0	8	11	2	3	0	5	3	0	0	369	2	0	1	2	1	1	1	11	2	2	3	5	1	3	4	5	0	2	0	1	2	4	1	1	1	0	11	0	2	1	0	0	6	8	6	0	18	0	6	4	0	32	0	0	3	1	3	1	4	13	2	8	4	0	4	0	1	1	1	1	1	0	17	5	3	1	6	3	8	4	1	2	1	3	3	4	0	1	1	7	4	2	6	4	4	5	2
C[Del(T):R(5,7)]G	1	1	1	1	0	2	1	0	2	1	1	2	1	8	0	5	2	4	4	2	0	2	2	1	1	2	4	1	0	0	6	4	13	3	1	2	2	0	1	0	1	3	1	1	4	4	5	6	566	0	4	2	0	0	3	3	2	0	0	0	8	0	1	1	7	2	4	2	7	3	4	1	7	0	4	0	1	3	5	0	0	3	2	1	2	6	1	1	2	1	4	1	2	1	3	0	1	10	0	1	2	2	0	4	2	1	3	3	1	1	1	0	1	0	0	5	1	1	0	0	3	2	1	3	7	0	1	0	1	3	2	2	2	3	2	0	0	1	0	0	5	6	2	2	0	1	0	2	0	0	0	3	1	5	1	3	1	7	2	0	2	0	0	2	3	3	2	3	0	0	80	0	1	3	0	1	1	1	1	3	0	2	0	2	1	10	2	1	2	1	2	3	3	1	1	1	2	2	1	7	9	3	1	2	1	0	4	0	1	0	3	1	0	1	1	1	1	1	3	0	13	3	3	0	0	0	1	2	1	2	1	434	4	0	11	0	1	5	3	0	1	1	3	0	0	1	1	0	3	1	0	30	3	1	0	1	3	2	3	3	1	3	0	9	1	0	9	4	4	0	1	1	2	3	1	2	1	2	2	1	1	2	1	3	2	1	5	2	2	16	0	4	1	2	0	0	0	5	4	3	10	7	3	1	0	0	1	1	1	1	0	0	11	1	1	1	0	2	3	1	2	4	3	0	1	1	5	1	3	3	2	2	0	17	0	2	6	6	3	0	3	2	0	1	312	1	0	2	1	0	2	3	7	1	1	0	2	0	2	0	1	5	4	2	1	1	0	2	0	2	0	4	2	2	1	2	0	1	8	1	1	14	0	2	2	1	14	1	0	0	0	0	3	5	8	2	4	0	1	3	0	0	0	0	1	2	0	13	2	2	1	0	0	3	2	0	0	3	0	1	1	1	2	2	2	4	0	3	3	2	8	2
G[Del(T):R(5,7)]A	6	7	4	4	0	2	2	3	3	4	3	1	3	7	7	5	5	4	5	5	0	1	1	5	6	1	8	1	1	0	14	8	15	4	5	3	3	2	1	3	4	3	0	2	2	8	11	3	363	1	5	5	1	2	3	5	3	1	2	1	17	2	4	0	4	2	5	5	9	4	10	3	11	3	3	0	3	4	12	4	0	5	6	2	2	3	4	5	3	2	8	4	1	1	5	0	2	12	4	8	1	3	1	11	9	4	2	7	2	1	7	4	3	3	1	6	0	3	0	2	3	2	0	3	8	0	4	0	0	6	2	3	3	3	4	8	0	1	0	2	6	11	3	3	0	3	0	3	0	1	1	3	4	8	1	3	1	10	1	0	5	5	2	1	3	1	1	0	0	1	89	7	12	5	7	0	3	1	2	10	3	5	0	4	0	23	1	2	8	2	0	7	2	3	4	7	2	1	1	8	15	6	1	0	3	0	1	6	3	0	2	2	6	0	3	1	3	2	2	0	13	5	2	0	0	1	3	3	0	5	3	482	4	1	5	0	3	8	6	0	4	5	6	1	6	3	4	1	4	5	1	21	3	0	0	2	4	4	11	5	6	4	3	6	10	0	16	3	3	2	1	4	2	13	1	5	2	1	4	1	1	0	3	5	3	1	26	1	5	21	0	12	3	3	1	0	1	4	12	9	13	12	5	5	1	3	1	0	3	3	3	4	2	3	1	5	0	7	3	2	3	12	5	4	4	6	6	2	1	9	5	2	2	9	0	3	14	1	3	1	4	4	0	0	311	7	0	1	6	3	0	5	13	0	4	1	10	5	3	4	2	9	3	0	2	1	4	1	0	2	2	4	1	4	7	0	0	5	11	3	1	19	0	9	9	8	26	1	0	5	3	3	0	7	10	2	2	5	1	3	0	2	0	1	2	0	3	15	2	2	3	5	4	1	6	4	0	1	3	1	2	0	3	1	4	10	4	9	5	1	1	1
G[Del(T):R(5,7)]C	1	1	0	2	0	0	4	0	4	1	4	2	4	4	3	5	2	3	2	3	1	1	0	1	2	0	2	1	0	1	1	3	6	2	3	3	2	1	0	4	1	5	1	0	5	1	3	3	284	0	1	4	0	1	0	6	1	0	3	1	4	1	2	0	6	2	4	2	3	2	4	1	6	5	3	0	2	2	4	2	0	2	2	0	2	11	1	8	1	1	2	2	1	2	1	1	1	2	0	3	0	1	1	3	3	0	1	5	1	0	1	1	0	4	2	3	1	1	1	3	1	5	2	0	7	2	2	1	1	0	1	1	1	0	2	1	0	2	0	1	5	6	1	2	1	5	0	1	0	1	1	3	0	3	2	1	1	4	2	2	1	1	3	1	1	4	1	1	0	0	72	0	1	1	2	3	0	0	4	2	0	9	1	1	0	9	2	2	4	0	0	2	4	2	3	1	1	3	1	4	11	4	1	0	0	0	6	3	2	0	2	2	1	0	0	1	6	2	2	0	15	0	2	0	2	1	0	2	1	3	2	349	5	1	4	0	2	2	3	0	0	2	4	3	4	3	1	3	3	0	1	28	1	0	1	3	0	4	4	9	2	3	3	4	8	0	6	3	2	0	1	0	2	4	2	4	2	3	0	0	0	0	0	0	1	3	10	1	0	12	2	3	2	2	0	0	3	1	3	3	9	5	1	4	2	3	0	0	7	2	0	0	1	3	2	1	0	6	5	0	0	4	0	5	1	1	1	1	1	11	1	2	0	6	2	3	8	3	2	1	4	4	0	0	258	1	0	2	3	3	2	3	6	2	2	3	2	3	3	1	1	4	4	3	2	0	3	1	2	1	2	5	2	1	1	1	0	3	10	1	1	20	0	7	3	2	16	3	2	0	2	0	1	2	8	0	5	3	3	2	0	0	1	0	3	2	3	12	1	1	2	3	7	7	4	2	0	1	1	1	0	0	3	1	4	4	3	5	1	0	5	1
G[Del(T):R(5,7)]G	1	1	0	1	1	4	3	2	4	2	1	2	1	12	1	5	1	5	6	3	1	4	1	0	2	0	1	1	3	1	7	11	5	1	1	3	1	0	0	5	1	0	0	1	3	4	9	2	347	0	1	5	2	1	2	4	4	1	0	2	9	1	1	2	5	1	4	0	3	3	7	2	7	2	0	0	1	3	4	2	1	2	2	4	3	3	3	1	1	2	2	5	0	1	3	4	2	6	0	0	1	2	0	2	1	4	2	1	2	2	0	0	0	3	1	7	0	1	0	3	4	0	3	0	4	0	4	0	0	2	1	2	1	1	2	6	1	1	0	2	2	8	0	1	0	1	1	3	1	0	1	4	1	4	2	3	1	4	3	1	0	1	0	1	1	0	1	1	2	1	67	0	0	1	1	2	1	2	0	0	1	4	1	0	0	9	1	0	4	1	0	3	0	0	6	0	3	1	0	8	6	2	1	1	0	0	5	2	2	0	2	0	2	0	2	2	2	2	0	1	10	1	3	3	1	0	2	0	2	4	2	331	7	2	8	1	2	7	0	2	3	1	8	3	2	5	1	2	0	3	0	25	3	0	0	0	0	1	1	4	1	7	3	6	2	1	6	2	6	3	0	1	1	3	3	3	1	1	0	0	1	0	1	1	2	1	10	4	1	8	1	5	2	1	2	0	1	6	3	4	11	5	3	2	0	2	3	0	1	1	2	0	6	4	0	0	4	1	8	2	0	4	2	2	1	4	2	3	2	4	3	0	2	12	3	4	5	2	3	0	3	3	0	1	221	2	0	1	2	1	1	6	7	2	2	1	3	2	3	0	2	8	4	0	2	1	0	3	0	0	3	6	0	0	3	1	0	3	11	4	0	25	0	4	3	2	17	3	0	0	1	1	2	2	6	0	4	2	1	4	0	0	0	0	3	2	0	17	1	3	2	2	4	1	0	1	0	3	2	1	1	0	3	0	4	3	1	5	5	4	5	2
A[Del(T):R(8,)]A	0	2	0	0	0	4	3	2	6	0	2	2	2	4	7	3	1	12	4	1	0	10	3	3	7	0	9	3	1	0	10	4	5	7	0	4	2	0	0	3	1	6	0	0	0	4	14	1	1462	0	7	6	1	5	6	16	0	4	1	0	8	0	3	0	5	1	2	3	26	3	2	4	8	3	4	0	1	1	9	2	1	1	4	3	5	16	0	2	1	4	0	3	0	5	0	1	2	4	5	3	1	4	0	4	4	1	3	14	1	3	4	3	4	6	0	7	5	3	2	2	7	9	2	5	19	5	5	0	0	3	2	9	4	1	5	5	0	0	0	2	8	42	4	7	1	6	2	6	5	0	2	9	2	6	3	5	0	17	2	2	2	2	6	4	1	3	2	5	1	2	318	6	4	6	7	5	1	6	1	5	0	8	1	15	0	15	5	6	3	2	0	6	13	2	4	2	0	6	1	18	20	14	3	3	0	2	15	6	7	1	9	5	3	5	2	4	8	8	3	1	64	7	5	1	0	4	3	4	4	19	6	2335	12	1	32	0	22	11	8	0	6	8	15	2	2	1	2	0	2	4	1	170	7	0	5	1	1	2	2	8	6	7	5	11	19	0	14	5	2	1	0	0	12	13	12	8	8	9	4	0	0	1	5	4	5	2	18	2	5	56	2	3	1	1	2	1	2	24	25	20	34	16	12	1	0	1	3	1	2	4	0	1	15	4	1	4	1	14	16	0	1	8	5	4	2	2	5	4	22	43	1	7	13	17	1	17	25	4	15	1	7	0	0	0	1393	5	0	1	8	0	3	7	61	4	2	3	17	2	2	5	0	18	6	3	4	2	5	2	1	3	1	13	1	4	12	2	0	5	33	5	3	81	1	6	6	4	86	4	0	4	1	4	5	16	24	8	10	3	1	9	0	0	0	1	3	3	1	41	4	5	2	2	6	13	11	7	1	5	0	2	2	8	17	2	0	4	1	10	3	2	24	0
A[Del(T):R(8,)]C	1	0	0	2	0	2	3	4	2	2	1	0	3	6	5	2	0	6	2	1	1	2	2	3	2	3	6	1	1	0	2	2	3	9	0	3	2	1	1	1	1	5	3	0	2	2	4	1	801	0	4	2	1	3	2	14	1	4	1	1	8	1	3	0	8	2	2	2	17	1	2	3	5	0	1	0	4	1	7	1	0	0	1	0	5	8	3	1	3	1	3	2	2	2	1	3	2	0	2	4	1	1	1	1	3	2	1	8	1	3	2	0	2	5	1	7	4	3	1	6	5	7	1	3	14	1	7	0	0	2	1	8	5	2	2	2	0	0	1	4	6	43	1	7	1	12	5	2	1	0	1	6	1	3	2	1	1	8	7	2	1	3	4	3	2	4	2	1	0	1	276	3	2	9	3	7	2	3	2	8	0	5	2	8	0	12	6	6	6	2	2	3	8	2	6	1	1	1	1	20	2	17	0	4	3	2	18	5	3	1	6	4	3	3	2	1	6	7	3	0	53	2	6	0	1	1	1	1	11	12	2	1350	14	2	18	1	17	5	9	0	9	5	2	7	6	0	5	3	1	3	5	111	8	1	4	1	1	1	6	4	5	2	2	4	11	1	3	4	3	1	1	0	5	3	8	2	4	7	4	0	3	1	4	4	5	0	17	0	6	57	2	1	2	0	3	2	3	12	17	14	27	9	14	7	5	0	3	1	1	8	3	3	5	7	1	1	1	4	13	2	2	0	10	5	0	4	2	0	17	34	2	3	6	9	0	8	13	4	7	1	6	3	0	0	859	3	0	1	5	3	1	5	55	2	3	1	11	0	3	6	2	10	2	1	6	1	6	0	2	1	1	10	3	5	6	3	0	3	34	2	3	54	0	3	6	3	73	2	1	1	1	1	1	15	21	4	8	3	1	5	0	0	0	0	3	3	0	41	5	2	4	5	2	10	2	4	0	1	3	2	2	4	13	2	6	0	0	6	6	3	11	1
A[Del(T):R(8,)]G	1	1	1	1	0	1	0	1	1	2	0	0	1	1	2	1	0	6	1	0	0	2	1	0	3	0	5	2	0	0	0	2	0	3	0	1	0	1	1	1	0	1	0	0	2	2	6	3	860	0	2	2	0	0	1	2	0	2	0	0	3	0	1	0	1	5	2	0	13	1	1	2	1	1	1	0	0	1	1	0	1	0	1	1	1	4	0	0	1	0	0	0	0	1	0	1	1	1	0	1	0	1	0	1	1	2	1	3	0	2	2	1	0	2	1	2	0	0	0	3	4	3	1	1	8	2	1	1	0	0	1	7	1	0	2	1	1	0	0	0	2	21	1	3	0	2	1	0	1	0	0	1	0	3	2	0	0	7	3	1	2	3	4	2	1	2	2	0	1	0	200	2	2	4	0	5	0	1	0	1	0	2	0	2	0	5	1	4	2	1	1	2	4	3	7	2	2	2	0	13	2	7	0	2	0	1	9	1	2	0	4	1	0	0	0	2	2	5	2	1	21	3	0	0	1	4	0	1	1	7	2	1197	7	2	19	0	5	2	2	0	2	7	1	1	1	1	1	1	1	1	0	63	0	0	1	2	2	1	1	3	1	3	0	7	2	0	4	3	2	1	1	2	4	1	4	2	3	2	1	0	0	5	3	0	1	1	6	0	2	26	1	0	1	1	0	0	0	8	12	9	18	13	4	3	3	0	0	0	4	1	1	1	8	1	1	1	2	3	12	1	2	2	0	3	2	1	1	1	9	9	2	0	3	9	3	6	3	0	5	0	3	1	0	1	776	3	0	0	0	0	1	2	37	0	0	0	6	0	1	2	2	6	5	0	2	1	0	0	0	0	0	12	3	3	2	0	1	0	19	0	1	30	0	5	5	2	48	2	0	2	2	0	0	6	9	5	5	1	2	5	1	2	1	0	2	2	1	26	3	1	2	2	3	4	3	1	0	1	3	0	0	1	5	0	3	1	2	2	2	0	11	0
C[Del(T):R(8,)]A	3	1	1	0	0	3	1	0	3	1	0	0	3	3	3	1	0	9	1	1	0	0	2	1	0	0	9	0	1	0	0	7	2	3	0	1	2	0	0	1	1	3	2	0	2	4	3	0	1205	2	4	2	0	0	1	8	0	0	0	0	4	0	2	0	4	4	1	0	8	4	2	1	3	1	2	0	1	1	0	0	0	1	1	0	1	5	0	2	0	2	3	0	1	1	0	0	0	1	1	4	2	3	1	1	2	1	2	3	0	1	1	2	1	1	1	4	0	1	0	4	1	3	0	0	8	1	2	0	1	0	0	2	3	0	3	4	0	0	0	3	1	26	1	4	0	2	2	1	2	0	1	2	1	2	0	6	0	5	1	2	1	2	4	2	1	3	3	0	1	1	188	3	0	1	3	4	1	2	1	2	0	3	2	8	0	12	1	3	1	1	1	1	9	1	4	4	2	2	1	15	7	5	2	2	2	0	14	1	4	1	4	2	0	0	1	0	4	0	0	2	34	2	0	0	2	2	0	2	6	11	4	1874	8	1	30	0	3	4	0	1	4	7	5	2	3	1	5	1	1	3	1	88	1	0	2	3	2	1	2	4	2	6	0	6	4	0	5	0	2	2	0	2	6	4	2	1	4	6	6	0	0	2	6	3	7	1	7	0	4	40	3	1	1	0	1	2	3	9	14	12	22	6	10	4	1	0	1	0	2	3	0	0	8	5	1	3	1	7	9	2	3	1	5	0	3	4	1	5	6	16	1	3	11	8	0	8	10	1	7	3	5	2	0	0	1087	11	1	0	1	2	0	4	45	4	1	3	5	1	1	5	2	1	4	1	2	0	2	0	0	0	0	11	6	3	4	0	0	0	19	3	2	42	0	4	5	3	56	0	0	2	2	3	2	11	10	2	9	4	0	6	0	0	0	2	2	1	2	15	1	3	2	5	3	6	7	3	0	1	0	1	1	2	8	0	1	2	3	6	3	0	24	0
