MutationType	SP23435	SP112829	SP112947	SP112985	SP112925	SP112937	SP112989	SP111145	SP111143	SP125584	SP111144	SP116296	SP116254	SP116256	SP116274	SP116259	SP116290	SP116258	SP116261	SP23463	SP116268	SP23471	SP116266	SP116264	SP116269	SP116275	SP23447	SP116255	SP23455	SP23475	SP116227	SP116226	SP23443	SP116260	SP116280	SP116224	SP116249	SP116232	SP116251	SP116272	SP116286	SP116282	SP116288	SP23467	SP116263	SP116292	SP116248	SP116276	SP116265	SP116267	SP116253	SP23481	SP116233	SP116284	SP116270	SP116257	SP116298	SP116294	SP23439	SP23483	SP116262	SP116228	SP116222	SP23451	SP116247	SP116225	SP116273	SP116221	SP116271	SP23459	SP23479	SP116223	SP116229	SP23477	SP116252	SP116278	SP23431	SP116231	SP116250	SP112815	SP112799	SP112835	SP112955	SP112807	SP112953	SP112911	SP112847	SP112859	SP112919	SP102652	SP112981	SP102620	SP112987	SP112825	SP112967	SP102622	SP112785	SP112793	SP112963	SP112801	SP112997	SP112973	SP112819	SP112941	SP112965	SP112791	SP112949	SP112857	SP112843	SP112915	SP112837	SP112823	SP102633	SP112899	SP112893	SP112895	SP102626	SP112795	SP112927	SP112779	SP112975	SP112867	SP112903	SP112933	SP112869	SP112999	SP112939	SP112921	SP112901	SP112831	SP112891	SP112775	SP112897	SP112885	SP112789	SP102630	SP112971	SP112821	SP112813	SP112961	SP112977	SP112905	SP102647	SP112873	SP112959	SP112931	SP112865	SP113003	SP113001	SP112879	SP112945	SP112935	SP112863	SP112983	SP112809	SP112923	SP112853	SP113005	SP112957	SP112783	SP112943	SP112861	SP112917	SP112787	SP112995	SP112811	SP112797	SP112909	SP112781	SP112991	SP112907	SP112817	SP112993	SP112827	SP112855	SP112969	SP112883	SP112929	SP112833	SP112777	SP112887	SP112877	SP112871	SP112875	SP112913	SP112849	SP112881	SP112951	SP112845	SP114910	SP114906	SP114921	SP114901	SP114926	SP114974	SP114958	SP114935	SP114900	SP114941	SP114937	SP114945	SP114943	SP114949	SP114960	SP114962	SP114996	SP114987	SP114966	SP114903	SP114914	SP114944	SP114930	SP114946	SP114951	SP114953	SP114924	SP114957	SP114986	SP114971	SP114991	SP114992	SP114920	SP114898	SP114932	SP114934	SP114968	SP114982	SP114973	SP114908	SP114904	SP114918	SP114984	SP114994	SP114978	SP114912	SP114917	SP114980	SP114976	SP114916	SP125579	SP111131	SP111126	SP111146	SP111123	SP111127	SP111121	SP111156	SP111122	SP111129	SP111152	SP111154	SP111124	SP111128	SP111125	SP111130	SP106835	SP106834	SP106825	SP106841	SP106827	SP106833	SP106839	SP106840	SP106828	SP106829	SP106836	SP106837	SP80037	SP102690	SP80213	SP79939	SP109649	SP79988	SP80183	SP79971	SP80217	SP79968	SP80160	SP80244	SP79998	SP80216	SP80042	SP79907	SP79958	SP80205	SP80014
3:Del:R:1	1	3	9	0	1	1	3	6	3	1	5	0	5	6	4	4	2	2	1	0	2	2	3	6	4	4	3	3	2	1	1	1	4	3	7	3	0	0	1	4	0	1	0	0	0	0	2	0	5	5	1	0	5	2	1	4	0	2	1	0	0	4	0	1	0	1	1	4	0	2	0	0	6	2	3	0	4	3	0	7	3	3	4	5	3	1	0	8	2	5	1	0	4	7	2	4	8	2	5	5	5	7	4	3	4	2	3	0	5	4	7	2	3	1	3	2	9	1	0	2	3	5	1	3	1	1	1	1	0	3	5	2	8	2	6	5	11	3	0	6	3	5	3	3	0	3	6	1	3	0	3	2	4	8	4	3	2	1	4	4	4	0	2	3	2	3	7	3	1	5	9	13	7	4	1	2	4	6	3	3	2	0	4	4	4	3	2	1	4	10	11	11	9	7	11	10	6	10	14	15	17	16	5	8	20	6	6	26	10	10	18	9	5	4	14	9	11	12	11	6	7	10	11	6	6	26	14	14	9	10	8	10	8	11	11	9	15	14	9	0	3	6	2	5	5	0	1	3	5	7	8	3	3	4	2	2	1	2	3	3	1	3	2	3	1	0	4	5	0	0	0	1	0	2	5	0	3	0	2	0	2	2	2	4	5	2
3:Del:R:2	0	2	0	0	1	0	2	1	1	0	0	0	1	1	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	1	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	1	1	1	0	0	2	0	0	1	0	2	1	1	1	3	0	0	0	0	1	1	1	1	0	0	2	1	3	1	1	1	4	1	0	0	1	2	0	1	1	0	1	0	2	0	0	0	4	5	2	0	1	0	0	0	0	1	0	1	0	1	0	2	1	0	4	1	1	0	1	2	0	0	0	0	1	0	1	3	0	5	2	1	1	0	0	1	0	1	0	0	1	1	0	0	4	0	0	0	0	2	0	0	2	1	2	2	3	1	2	0	0	0	0	0	5	3	0	0	4	1	0	0	1	0	0	3	1	3	0	1	0	0	0	2	1	1	4	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	2	0	2	2	1	1	1	1	1	0	0	1	0	5	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
3:Del:R:3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	5	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	3	3	3	3	1	2	4	0	0	4	1	1	3	0	1	0	1	0	1	0	0	0	0	1	1	0	0	4	0	0	1	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	2	0	0	1	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3:Del:R:4	0	1	16	4	18	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	3	8	3	1	3	2	0	2	2	1	0	0	0	0	0	3	0	1	0	3	0	2	0	0	0	4	7	1	0	0	5	4	1	0	0	4	0	2	2	2	1	1	1	0	2	2	3	0	0	1	2	1	4	1	3	0	1	4	0	2	1	3	0	0	1	3	3	0	2	0	3	1	2	4	0	2	0	0	8	0	3	2	2	1	1	1	0	1	3	0	1	1	2	1	0	3	2	3	2	0	3	3	2	1	2	1	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0
3:Del:R:5	0	4	25	7	28	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	2	8	6	25	11	3	8	3	0	9	2	4	6	0	0	1	0	2	0	6	4	2	1	2	0	0	5	2	3	5	3	3	15	5	2	0	0	7	0	5	9	14	3	9	3	5	9	3	4	4	0	7	4	0	4	5	5	3	9	6	5	0	3	8	4	0	0	8	5	3	0	5	8	3	9	4	3	10	0	2	9	2	9	12	5	0	5	5	1	5	4	4	1	2	7	6	0	4	0	6	1	5	10	15	1	4	5	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	1	1	0	0	0	1	0	0	0	0	0
4:Del:R:0	1	4	1	0	0	0	0	2	3	0	2	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	1	1	0	0	0	1	0	1	1	1	1	0	0	1	1	1	0	0	0	2	0	0	0	0	1	0	0	2	0	0	0	3	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	2	1	1	1	1	2	2	0	2	0	0	1	0	2	9	1	2	3	1	0	2	1	1	1	0	2	4	1	1	2	2	2	0	1	6	4	1	1	0	1	1	1	0	0	1	0	0	1	1	1	1	0	3	0	2	0	0	1	0	1	4	1	0	1	0	1	1	1	0	1	1	4	3	1	0	0	0	3	1	0	1	1	0	1	1	3	2	2	0	1	2	0	1	2	0	0	0	2	1	0	2	1	0	1	3	1	0	1	1	11	1	3	4	9	3	0	8	8	9	8	3	8	22	2	1	21	2	1	8	8	1	2	8	8	8	3	3	2	1	1	1	2	3	19	2	3	1	1	1	1	2	3	1	1	3	3	1	0	0	2	2	1	1	0	2	3	3	0	2	2	0	4	1	0	0	2	0	1	0	2	1	1	2	0	0	0	1	0	0	1	0	2	1	0	3	0	0	0	1	4	1	0	3	1
4:Del:R:1	0	5	5	0	5	3	5	3	1	0	1	1	4	3	1	6	1	3	0	2	0	2	1	1	1	0	1	5	2	2	2	1	2	5	6	1	0	0	1	1	1	1	0	1	0	0	2	0	3	1	1	1	3	0	2	3	0	0	4	0	2	2	0	1	0	1	1	0	2	1	0	2	0	0	2	0	3	2	0	4	2	2	3	0	2	2	2	4	2	5	6	2	3	0	0	4	5	1	5	4	2	6	5	6	1	7	2	4	3	9	7	4	0	0	1	2	7	1	0	6	6	0	0	1	2	0	4	1	5	2	5	2	2	3	3	3	13	0	2	4	3	4	6	4	0	1	0	0	2	0	5	2	1	2	5	0	3	1	1	5	1	3	7	5	5	6	8	4	3	4	3	5	0	1	0	0	3	1	3	1	2	0	2	4	4	3	2	0	4	3	2	4	9	6	6	10	7	9	7	7	7	7	7	13	10	4	5	8	12	5	7	4	9	6	16	4	10	3	5	4	4	3	9	5	7	7	3	4	2	4	3	3	4	8	4	4	4	3	3	0	1	3	4	4	1	1	1	1	4	5	6	3	2	6	2	3	4	5	1	4	7	3	1	2	4	0	1	5	3	0	0	3	0	3	3	0	2	0	1	0	1	3	1	5	1	2
4:Del:R:2	0	0	1	0	2	0	1	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	1	0	1	2	2	1	0	0	1	0	0	1	1	1	1	0	0	0	2	0	0	0	0	1	1	0	4	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	2	1	0	0	0	0	0	3	3	0	1	2	1	1	1	0	1	1	0	2	0	0	0	0	1	0	0	0	0	1	0	2	1	1	1	1	0	0	2	1	0	0	0	0	0	0	0	0	2	1	2	1	0	2	1	1	1	1	0	0	2	0	0	0	0	0	0	0	2	2	0	0	2	1	1	0	0	0	0	2	1	2	0	0	0	1	2	0	0	0	2	1	0	1	1	1	0	0	1	1	2	0	0	1	0	0	0	1	0	3	0	1	0	0	4	0	0	0	3	0	0	0	2	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0
4:Del:R:3	0	0	9	0	5	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	1	2	3	7	2	1	1	0	1	1	2	2	0	1	0	0	1	3	1	1	2	0	1	2	2	1	1	0	2	2	1	1	1	1	1	1	0	1	0	2	3	1	0	1	0	0	0	0	0	0	0	1	1	0	2	0	0	1	1	2	0	5	2	0	1	0	0	3	2	1	1	1	2	1	2	1	1	2	1	0	5	0	2	4	2	0	2	0	0	1	3	0	0	1	3	1	1	2	1	1	0	0	1	3	1	0	0	2	0	0	0	2	0	0	1	0	2	1	0	1	0	1	1	0	1	1	0	2	0	0	0	1	2	1	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
4:Del:R:4	0	4	7	2	10	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	4	2	11	3	2	0	2	0	0	1	3	1	0	0	1	0	0	0	2	2	0	0	2	2	1	0	2	1	0	4	0	3	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	2	0	0	0	2	0	6	1	2	1	2	0	0	2	2	0	0	0	0	0	3	0	1	1	1	1	1	1	0	6	0	1	5	1	1	2	1	0	3	2	0	1	4	0	0	1	0	1	0	3	0	3	0	0	1	3	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	3	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0
4:Del:R:5	0	0	1	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	3	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	2	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:Del:R:0	4	12	5	0	7	5	3	1	9	0	12	1	15	13	2	5	3	9	3	2	2	1	4	9	7	4	0	12	4	4	3	2	9	4	11	2	0	1	0	2	4	6	0	3	2	1	0	2	9	7	6	4	9	0	1	7	0	2	10	1	2	21	3	3	5	2	1	3	0	1	2	3	3	0	6	1	5	4	2	10	4	5	4	5	15	8	5	18	3	7	8	9	5	13	0	9	32	7	7	10	17	13	6	6	12	9	2	8	11	9	23	6	3	5	9	4	11	7	3	9	6	5	8	4	7	4	5	8	13	9	9	15	6	2	30	16	8	5	2	14	5	11	11	5	2	5	4	13	6	5	14	9	10	17	3	3	11	3	10	7	3	2	4	9	7	6	9	7	8	15	18	7	5	7	3	11	7	6	4	2	13	1	5	11	9	10	5	1	9	7	8	54	16	16	21	29	15	13	90	90	93	96	13	29	200	133	146	217	20	6	90	36	12	13	31	55	28	20	17	133	132	7	17	15	15	226	20	17	8	5	7	19	136	23	5	5	23	17	8	0	12	17	16	14	6	1	11	8	14	9	19	6	11	17	6	5	5	15	5	8	7	4	2	3	7	1	5	8	8	0	1	7	1	5	3	0	14	0	2	0	7	5	12	11	7	2
5:Del:R:1	1	3	2	0	0	1	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	2	0	0	0	3	1	0	0	1	2	0	0	1	1	0	0	1	0	1	1	1	0	1	2	0	0	0	0	1	1	0	2	0	0	0	1	2	0	0	0	0	1	1	0	1	0	0	0	0	2	0	2	2	2	1	0	1	3	3	0	2	0	0	0	0	1	3	1	1	1	1	1	0	1	0	1	0	0	0	1	2	1	0	0	0	0	3	4	1	1	1	1	3	0	0	0	0	0	0	0	1	0	0	0	4	2	3	0	0	3	0	2	4	3	0	2	0	1	0	0	3	0	3	4	1	2	1	0	2	5	2	0	0	0	0	0	0	1	0	1	3	2	0	1	1	0	1	0	0	0	0	0	0	2	0	1	1	0	1	3	1	6	5	0	1	12	0	5	4	4	4	4	3	14	5	3	4	8	5	1	4	1	3	1	12	2	11	2	1	4	5	1	7	0	0	7	0	0	1	1	0	0	4	2	0	2	0	0	1	0	0	1	3	0	2	0	1	0	0	4	2	0	0	3	1	0	0	1	2	3	0	0	0	3	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0
5:Del:R:2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	2	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	3	1	2	2	0	1	2	0	0	3	0	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5:Del:R:3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:Del:R:4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:Del:R:5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:Ins:R:0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	0	0	4	1	2	1	0	1	0	0	1	4	1	2	1	0	3	0	1	0	0	0	1	0	1	0	1	1	4	1	0	1	2	0	3	2	1	0	0	4	2	0	0	1	1	0	2	1	0	1	0	2	0	0	1	1	0	1	0	0	1	2	1	0	1	1	3	1	5	1	1	2	0	2	1	0	0	1	2	2	0	0	2	1	0	1	1	1	0	2	0	0	1	0	4	3	1	0	2	3	1	3	0	1	5	2	2	3	1	0	1	2	4	2	3	3	3	2	1	12	8	8	19	2	4	3	3	3	3	1	3	1	0	0	8	8	4	3	2	1	24	0	0	4	5	4	0	9	0	3	4	0	0	5	0	0	1	0	0	2	0	1	0	0	2	4	0	3	2	0	3	0	4	0	1	0	1	0	1	1	0	1	1	0	0	0	0	0	1	2	0	5	0	0	0	0	2	0	1	1	1
2:Ins:R:1	2	4	2	0	6	0	1	0	0	0	2	0	0	0	0	3	0	0	0	0	1	2	1	0	1	1	0	0	0	0	1	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	2	1	1	3	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	2	0	1	0	0	1	1	4	0	4	3	0	1	1	2	0	1	0	0	0	1	1	1	1	3	1	1	0	0	2	1	0	1	0	0	0	2	1	0	1	0	0	0	2	1	1	0	0	1	1	1	1	0	0	1	0	0	0	2	1	1	1	1	0	1	0	1	1	0	2	1	2	1	0	3	4	1	0	0	2	0	1	0	2	3	1	1	0	0	1	2	3	1	3	1	0	0	2	3	0	0	1	0	0	5	1	0	0	0	0	2	1	4	3	0	2	6	0	3	5	5	5	5	0	6	6	0	0	6	6	1	5	3	1	0	6	3	6	0	0	0	0	2	4	1	0	5	1	1	0	1	1	1	0	1	1	2	1	1	2	0	0	0	4	1	0	0	1	1	0	2	4	0	0	1	0	1	0	2	0	1	0	1	1	1	1	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	2	0	0	2	0	0
2:Ins:R:2	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	1	1	0	1	0	1	1	0	0	1	4	1	1	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	0	0	0	4	0	0	0	0	0	0	1	0	1	2	0	3	1	0	1	0	0	0	0	0	0	0	0	2	0	1	1	0	0	1	1	0	0	1	0	0	0	2	1	1	1	1	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4	4	0	1	2	0	3	3	1	1	1	0	2	5	0	0	5	4	1	1	1	0	0	2	3	2	1	1	1	0	1	4	0	0	4	1	1	1	1	1	2	0	1	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
2:Ins:R:3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	2	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1	1	2	1	1	1	2	1	0	2	0	0	4	5	0	1	0	1	1	1	0	1	0	1	0	1	0	2	1	0	5	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
