MutationType	SP23435	SP112829	SP112947	SP112985	SP112925	SP112937	SP112989	SP111145	SP111143	SP125584	SP111144	SP116296	SP116254	SP116256	SP116274	SP116259	SP116290	SP116258	SP116261	SP23463	SP116268	SP23471	SP116266	SP116264	SP116269	SP116275	SP23447	SP116255	SP23455	SP23475	SP116227	SP116226	SP23443	SP116260	SP116280	SP116224	SP116249	SP116232	SP116251	SP116272	SP116286	SP116282	SP116288	SP23467	SP116263	SP116292	SP116248	SP116276	SP116265	SP116267	SP116253	SP23481	SP116233	SP116284	SP116270	SP116257	SP116298	SP116294	SP23439	SP23483	SP116262	SP116228	SP116222	SP23451	SP116247	SP116225	SP116273	SP116221	SP116271	SP23459	SP23479	SP116223	SP116229	SP23477	SP116252	SP116278	SP23431	SP116231	SP116250	SP112815	SP112799	SP112835	SP112955	SP112807	SP112953	SP112911	SP112847	SP112859	SP112919	SP102652	SP112981	SP102620	SP112987	SP112825	SP112967	SP102622	SP112785	SP112793	SP112963	SP112801	SP112997	SP112973	SP112819	SP112941	SP112965	SP112791	SP112949	SP112857	SP112843	SP112915	SP112837	SP112823	SP102633	SP112899	SP112893	SP112895	SP102626	SP112795	SP112927	SP112779	SP112975	SP112867	SP112903	SP112933	SP112869	SP112999	SP112939	SP112921	SP112901	SP112831	SP112891	SP112775	SP112897	SP112885	SP112789	SP102630	SP112971	SP112821	SP112813	SP112961	SP112977	SP112905	SP102647	SP112873	SP112959	SP112931	SP112865	SP113003	SP113001	SP112879	SP112945	SP112935	SP112863	SP112983	SP112809	SP112923	SP112853	SP113005	SP112957	SP112783	SP112943	SP112861	SP112917	SP112787	SP112995	SP112811	SP112797	SP112909	SP112781	SP112991	SP112907	SP112817	SP112993	SP112827	SP112855	SP112969	SP112883	SP112929	SP112833	SP112777	SP112887	SP112877	SP112871	SP112875	SP112913	SP112849	SP112881	SP112951	SP112845	SP114910	SP114906	SP114921	SP114901	SP114926	SP114974	SP114958	SP114935	SP114900	SP114941	SP114937	SP114945	SP114943	SP114949	SP114960	SP114962	SP114996	SP114987	SP114966	SP114903	SP114914	SP114944	SP114930	SP114946	SP114951	SP114953	SP114924	SP114957	SP114986	SP114971	SP114991	SP114992	SP114920	SP114898	SP114932	SP114934	SP114968	SP114982	SP114973	SP114908	SP114904	SP114918	SP114984	SP114994	SP114978	SP114912	SP114917	SP114980	SP114976	SP114916	SP125579	SP111131	SP111126	SP111146	SP111123	SP111127	SP111121	SP111156	SP111122	SP111129	SP111152	SP111154	SP111124	SP111128	SP111125	SP111130	SP106835	SP106834	SP106825	SP106841	SP106827	SP106833	SP106839	SP106840	SP106828	SP106829	SP106836	SP106837	SP80037	SP102690	SP80213	SP79939	SP109649	SP79988	SP80183	SP79971	SP80217	SP79968	SP80160	SP80244	SP79998	SP80216	SP80042	SP79907	SP79958	SP80205	SP80014
C[Del(T):R(8,)]A	0	0	0	0	1	1	0	1	2	1	2	0	3	2	0	1	0	1	0	0	0	0	0	0	0	1	0	5	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	2	1	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	1	0	17	0	0	0	0	0	0	2	1	0	1	3	1	3	0	2	3	0	0	0	1	3	3	3	0	2	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	3	2	0	0	0	0	1	1	0	1	0	0	2	1	3	2	0	0	3	1	0	1	1	0	1	0	1	4	0	2	1	1	1	1	4	0	0	1	1	0	0	0	2	0	1	2	0	0	1	5	0	1	4	0	1	0	2	0	9	0	0	0	0	0	2	0	0	2	5	2	4	5	2	4	34	4	4	10	6	9	7	3	33	15	4	7	18	4	2	7	5	5	3	33	3	31	6	4	5	5	3	4	3	2	16	1	2	1	4	2	2	5	6	4	3	4	2	2	0	0	0	1	0	4	1	0	3	5	2	0	1	1	3	0	1	0	3	0	0	0	2	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	1	1	1	2	0
C[Del(T):R(8,)]C	0	1	0	0	0	0	0	2	2	0	1	0	1	2	2	0	0	0	0	0	0	1	0	2	1	1	0	2	2	0	1	0	1	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	1	1	0	1	0	2	0	0	0	0	0	1	0	1	0	18	0	0	0	0	0	1	1	1	1	0	2	0	1	0	2	3	2	0	0	0	0	1	2	2	1	0	1	2	2	0	1	0	0	2	1	0	1	1	0	0	3	2	2	0	0	0	1	1	0	0	1	0	1	0	1	2	1	2	1	2	0	0	5	0	2	1	0	0	1	1	1	1	0	1	1	0	2	0	0	1	2	1	4	1	0	4	1	1	1	1	5	1	2	2	0	1	1	0	1	1	3	0	19	1	0	0	1	0	1	0	0	1	9	3	10	7	3	10	36	4	4	3	7	5	6	1	31	3	2	3	5	4	4	2	3	1	1	37	6	35	8	8	2	2	6	5	3	3	4	7	8	3	6	3	9	2	10	8	10	11	10	6	0	6	0	0	2	3	0	0	1	1	0	0	1	0	0	0	1	0	3	0	2	0	3	0	0	2	0	0	5	1	0	0	0	1	2	0	0	2	0	1	0	0	0	2	3	3	0
C[Del(T):R(8,)]G	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	1	1	0	0	1	0	13	0	0	0	0	1	0	1	1	0	1	0	1	1	0	4	1	2	0	0	0	1	2	2	0	2	2	0	1	0	2	2	0	1	2	1	0	1	0	2	1	2	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	3	2	0	0	2	1	1	0	0	0	0	3	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	2	3	0	0	0	0	0	2	0	1	109	0	0	0	0	0	1	0	0	1	7	3	3	4	1	2	24	2	4	1	2	3	2	2	21	3	3	4	8	5	3	3	0	2	3	14	2	21	2	1	3	4	5	4	2	1	9	4	5	3	5	2	1	3	2	6	5	6	5	4	0	0	0	0	0	0	0	0	1	0	2	2	2	0	1	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0
G[Del(T):R(8,)]A	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	0	0	0	2	0	0	0	0	2	0	0	1	0	0	0	0	0	2	0	1	0	8	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	3	0	0	1	0	0	3	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	1	0	0	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	2	0	2	0	1	1	0	1	0	0	0	1	1	0	0	1	0	6	0	0	1	0	0	1	0	0	1	1	2	2	0	4	2	15	3	0	2	4	3	4	1	13	3	2	1	3	1	2	3	1	1	1	10	1	13	2	1	1	1	2	1	4	4	3	3	3	1	1	2	2	1	1	3	2	3	2	1	0	1	0	0	1	4	0	0	1	0	1	0	0	1	1	0	0	0	2	0	2	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	2	0
G[Del(T):R(8,)]C	0	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	11	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	2	1	1	0	0	1	1	0	1	0	1	1	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	1	1	2	2	0	1	0	0	0	0	0	0	0	0	2	0	3	0	0	0	2	0	0	1	0	0	1	1	3	4	2	4	8	0	5	4	3	2	2	0	7	5	1	1	4	3	1	2	0	0	0	6	3	8	3	5	0	0	2	4	0	0	4	3	4	1	1	1	2	1	2	1	3	3	3	2	0	0	0	1	1	3	0	0	0	1	0	0	0	1	1	0	0	0	2	0	1	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
G[Del(T):R(8,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	3	2	2	1	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	19	0	0	0	0	0	0	0	0	0	2	1	2	2	0	1	18	0	2	1	0	0	0	1	14	1	0	0	5	2	1	0	1	1	2	12	0	14	1	1	0	0	2	2	0	0	3	3	3	1	3	1	1	0	0	2	2	3	3	3	0	1	0	0	1	1	0	0	0	1	1	2	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
A[Ins(C):R0]A	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	3	0	0	1	0	0	1	0	2	2	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	2	0	1	0	0	1	1	0	0	0	0	0	1	2	1	1	0	0	1	1	0	1	0	1	0	0	1	1	0	1	0	1	1	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	1	2	4	1	2	2	1	2	2	1	1	1	1	1	1	6	3	4	8	1	2	1	1	1	1	1	3	1	2	2	3	3	2	2	2	2	8	1	2	1	1	1	1	3	1	1	1	1	1	2	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	1	0	0
A[Ins(C):R0]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	2	0	0	0	0	0	0	1	0	2	4	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(C):R(0,3)	3	4	4	0	5	2	3	5	0	0	2	2	0	0	1	1	1	1	0	1	1	2	1	2	3	1	0	2	1	2	1	4	4	1	2	0	0	1	4	0	1	2	0	1	0	1	1	0	3	2	3	0	1	1	2	0	0	0	6	0	1	4	0	0	2	1	1	0	0	0	1	2	2	0	1	0	6	1	0	5	3	3	0	3	2	0	1	7	1	4	0	4	1	2	0	8	9	4	2	9	1	3	1	3	0	2	1	4	8	3	2	3	4	4	7	3	1	4	0	7	3	3	3	2	9	0	0	4	0	2	2	2	4	3	3	10	2	3	1	1	4	6	4	2	0	0	2	4	1	2	5	3	2	11	6	3	4	1	4	2	2	4	2	5	1	2	1	5	5	3	3	2	4	2	3	5	3	7	3	5	3	0	3	2	4	1	0	0	1	8	4	20	16	7	6	8	7	14	12	13	14	14	8	10	6	8	10	9	15	7	12	6	9	5	12	16	10	8	7	8	9	7	11	7	7	13	6	7	5	8	4	6	8	6	7	7	7	5	5	0	0	2	0	2	5	0	5	4	6	3	9	0	3	7	0	0	2	8	3	5	2	2	3	1	0	1	0	4	7	0	2	0	1	2	8	0	7	2	2	0	1	4	5	3	5	1
Ins(C):R(4,6)	1	3	0	0	3	0	0	2	5	0	3	0	3	2	1	0	0	2	0	1	1	2	3	4	3	2	1	3	1	1	1	1	1	1	5	0	0	0	1	1	0	0	0	0	0	0	0	0	4	1	0	0	2	0	0	3	0	0	3	0	0	1	0	4	0	0	1	1	0	0	2	1	5	0	0	0	22	2	0	2	2	0	0	4	0	1	0	7	0	3	0	2	2	0	0	4	2	1	0	2	0	0	2	3	0	3	0	0	0	0	2	2	0	2	1	4	1	4	1	0	1	3	2	0	4	0	1	0	1	2	1	3	3	4	3	7	1	2	0	5	2	1	2	4	0	3	2	1	3	0	2	2	6	0	5	6	3	1	3	2	1	0	1	2	4	2	4	0	1	1	8	0	1	0	1	0	3	5	0	0	0	0	1	2	0	4	2	0	1	7	5	4	4	7	3	12	6	5	4	5	5	6	9	12	7	2	2	11	3	7	4	8	8	5	11	4	11	1	2	2	2	6	4	8	6	11	3	2	6	7	7	0	2	1	5	7	3	3	7	0	2	1	2	2	2	0	1	2	0	0	3	0	1	4	2	1	1	7	0	5	2	3	1	0	3	0	1	1	2	0	0	0	0	0	3	0	3	0	2	0	0	0	1	2	1	0
Ins(C):R(7,)	3	2	0	0	1	0	0	1	1	0	2	0	0	0	0	1	4	2	0	0	1	1	2	2	1	0	0	0	0	1	4	1	1	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	4	3	0	1	0	3	0	0	0	0	6	0	0	2	1	3	1	0	0	0	0	0	1	1	3	0	0	0	4	0	0	1	1	1	0	1	3	2	3	3	4	2	1	1	2	1	0	1	0	4	1	3	1	4	5	2	3	1	1	3	1	0	2	0	0	2	3	1	2	4	3	1	4	0	3	3	4	0	0	0	2	1	5	2	3	4	1	6	1	0	0	6	1	2	2	0	0	0	2	2	1	0	2	4	4	3	6	1	3	0	3	0	1	1	4	1	3	1	3	2	1	3	11	1	4	0	0	0	0	0	1	0	1	0	1	5	2	1	2	0	2	21	15	5	8	3	18	10	2	8	4	4	6	5	3	10	6	2	1	9	9	17	3	2	3	3	7	5	10	17	14	1	1	21	8	4	2	9	15	12	18	20	20	13	1	9	17	18	14	7	20	0	5	0	1	0	2	0	2	2	2	4	3	1	0	6	0	0	2	5	0	4	1	4	3	0	2	0	0	1	0	0	0	0	2	1	2	0	3	0	1	0	0	0	1	2	3	0
A[Ins(T):R(0,4)]A	2	3	5	0	3	2	3	4	1	0	4	0	2	2	0	3	2	3	1	2	1	1	2	1	5	0	1	1	3	0	0	0	1	1	3	0	0	0	0	2	1	0	0	1	1	0	1	1	2	2	0	1	1	1	0	2	0	0	7	1	2	4	1	1	2	1	0	0	0	1	0	0	1	1	1	0	4	3	0	1	1	3	4	2	3	0	2	3	2	6	1	5	2	2	0	5	6	0	3	7	3	4	3	4	6	2	1	4	6	2	2	2	2	2	4	1	3	4	4	6	4	3	2	2	3	1	1	1	4	2	0	2	4	5	1	5	5	1	0	5	4	5	7	2	0	0	1	0	5	3	2	2	6	4	5	3	3	2	3	1	2	5	1	2	3	6	8	2	7	7	11	5	3	6	2	1	5	9	0	0	2	0	2	6	3	2	5	0	2	9	5	15	9	3	5	6	3	12	5	8	7	9	5	5	10	8	8	13	11	5	9	7	5	4	4	12	4	5	5	7	7	6	10	3	3	13	5	7	4	9	6	5	9	6	7	8	7	6	5	0	0	3	3	2	6	0	3	5	0	0	8	3	0	6	3	1	0	3	0	4	0	6	3	1	0	0	0	3	4	0	0	2	0	1	1	0	5	1	1	0	0	1	1	6	1	1
A[Ins(T):R(0,4)]C	0	2	5	0	1	0	2	1	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	2	0	0	3	0	0	0	0	1	0	0	0	0	0	2	1	0	2	2	2	0	0	0	0	0	0	1	1	0	1	5	4	0	2	1	1	0	0	0	0	0	1	1	0	0	4	0	0	1	1	1	1	4	2	2	2	1	0	0	1	3	1	1	0	1	2	1	2	0	0	1	1	1	2	2	1	0	1	0	1	3	0	1	2	3	3	4	1	1	2	1	2	1	0	1	0	1	2	0	0	7	2	1	2	2	1	0	0	0	0	2	0	3	0	2	1	0	1	0	2	0	1	2	1	2	0	1	3	1	0	0	2	1	0	3	0	1	1	2	9	5	0	0	0	2	0	4	0	2	1	0	0	3	0	1	1	0	0	4	5	4	6	2	7	3	2	7	1	0	0	0	5	4	10	1	0	11	8	4	0	4	4	2	3	3	2	7	6	1	0	4	5	3	2	10	6	5	5	6	4	5	0	4	4	5	6	6	4	0	1	3	0	1	1	0	2	3	1	2	0	0	3	6	0	1	3	0	0	1	1	2	0	0	0	0	0	3	2	0	0	1	0	0	2	0	3	0	0	0	0	1	2	0	1	0
A[Ins(T):R(0,4)]G	2	3	1	0	6	2	1	2	2	0	3	1	1	1	1	0	0	2	1	1	0	0	0	1	3	1	0	1	2	0	1	2	2	0	2	1	0	0	0	1	0	1	0	1	1	0	1	0	1	2	1	0	1	0	1	0	0	0	1	0	0	1	2	1	1	0	0	0	1	0	0	1	1	1	0	0	7	0	0	2	1	5	2	0	5	2	1	3	0	1	2	0	0	0	0	2	2	5	2	2	0	0	0	1	0	1	0	3	0	0	3	0	0	4	2	1	1	4	1	5	1	2	2	1	2	2	2	3	3	1	0	3	1	0	6	3	1	0	0	2	0	0	1	1	0	3	3	0	1	2	2	3	3	5	2	3	3	2	5	1	1	1	1	0	1	4	1	2	1	2	7	4	0	0	3	4	2	0	0	1	0	0	1	5	1	1	2	0	0	6	6	10	5	2	7	4	1	2	2	1	2	1	4	5	7	7	7	5	6	5	1	1	5	3	4	6	2	7	7	6	10	4	3	1	1	6	8	7	5	7	4	8	8	6	5	5	7	8	5	0	2	1	1	2	0	0	2	5	5	3	4	3	1	7	3	0	0	4	0	0	1	4	3	1	1	0	1	0	3	0	0	0	2	3	0	0	4	0	0	0	0	0	0	3	1	0
C[Ins(T):R(0,4)]A	0	3	1	0	2	1	0	2	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	0	1	1	0	1	1	4	0	1	1	1	0	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	2	0	2	1	0	1	2	0	2	1	1	2	1	2	0	4	1	1	1	0	2	1	3	3	1	0	3	2	2	2	2	1	1	0	4	1	0	1	2	0	0	1	2	0	2	1	2	0	3	1	2	1	0	2	1	3	3	2	0	2	0	4	2	1	0	1	0	2	2	1	0	1	1	3	6	4	0	1	0	0	1	1	1	0	0	1	4	2	0	4	3	3	1	0	1	1	0	1	1	0	1	1	1	3	1	1	4	0	3	10	2	1	1	0	1	3	0	0	0	1	0	3	3	0	2	0	0	0	2	4	7	3	4	2	2	3	4	2	1	1	1	1	2	5	6	6	6	6	3	2	2	1	0	3	5	2	3	2	6	7	3	8	4	3	4	2	2	2	3	3	3	6	2	3	3	2	2	2	0	1	0	0	1	1	0	3	2	3	0	1	1	0	5	1	0	0	3	1	1	1	2	0	1	1	1	0	3	0	0	0	0	0	1	0	0	3	0	0	0	0	2	0	2	2	0
C[Ins(T):R(0,4)]C	1	0	2	0	1	1	0	0	0	0	0	1	0	0	2	1	1	1	0	2	0	0	0	0	0	1	1	0	1	0	0	3	0	1	5	0	0	0	1	1	1	0	0	0	0	0	0	0	2	1	1	0	0	0	0	1	1	0	0	0	0	3	1	1	0	0	0	0	0	0	0	1	1	0	0	0	4	1	0	0	1	0	1	0	3	0	3	0	2	1	2	0	0	1	0	0	4	1	1	3	2	2	1	0	0	4	1	1	4	1	0	1	0	0	3	1	1	1	4	3	5	0	0	1	3	0	1	1	0	1	1	0	0	1	1	4	1	0	1	0	3	2	2	3	0	0	3	1	2	2	1	1	2	1	2	1	0	0	1	2	0	2	2	1	0	2	3	1	2	1	6	4	1	1	0	2	1	1	2	0	1	0	3	3	2	1	0	0	1	1	0	5	6	4	3	4	4	3	2	2	2	3	2	5	7	3	5	6	2	0	2	4	2	2	3	3	3	3	3	4	4	2	8	4	4	10	3	3	0	0	0	3	4	3	0	1	3	3	1	0	1	2	1	2	2	0	1	2	4	0	2	1	0	1	0	0	3	2	0	0	4	1	1	0	0	0	0	3	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0
C[Ins(T):R(0,4)]G	0	2	0	0	1	1	1	1	0	0	5	0	0	0	0	0	1	1	0	0	0	0	0	3	1	1	2	0	2	0	1	0	0	0	2	0	0	0	2	0	0	0	0	0	1	0	1	0	2	1	1	0	0	1	0	0	0	0	6	0	0	1	1	1	2	0	0	0	1	0	0	0	2	0	1	0	12	1	0	2	1	3	1	2	1	0	1	2	0	0	3	3	1	0	0	2	2	0	1	2	1	4	1	2	0	5	1	1	3	0	1	0	0	1	2	1	2	3	1	1	3	1	2	1	2	2	1	1	1	4	1	2	2	1	2	4	2	0	1	0	2	0	1	3	0	1	0	1	2	0	1	1	4	3	3	3	1	1	0	2	0	0	1	0	2	3	3	1	2	0	10	0	1	0	0	0	3	2	0	0	1	0	1	4	3	2	3	0	0	1	1	5	7	2	2	1	2	9	3	3	3	3	3	1	9	0	1	9	7	1	3	4	3	6	1	3	1	2	2	1	0	2	6	2	2	12	2	0	1	2	1	2	1	1	2	1	2	2	1	0	3	3	0	1	0	1	1	1	1	1	5	1	0	1	1	1	1	3	1	6	0	1	0	3	1	0	1	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0
G[Ins(T):R(0,4)]A	2	5	5	0	2	1	2	3	3	0	4	1	2	3	1	3	0	2	2	0	0	0	0	0	1	2	0	2	1	2	1	0	0	2	2	0	0	0	0	2	0	2	0	1	3	0	0	0	2	1	2	1	0	0	1	2	0	0	5	0	1	3	0	0	1	1	1	0	2	2	1	0	1	0	1	0	0	2	0	0	1	5	3	3	1	2	1	2	2	4	1	4	1	6	0	3	7	3	0	3	4	1	2	3	4	2	2	2	2	5	2	1	1	0	2	0	1	3	0	4	2	4	2	2	4	1	1	1	0	2	1	4	2	2	2	5	1	0	1	3	2	1	1	2	0	0	2	1	3	2	4	2	2	2	2	0	5	0	1	2	3	1	3	2	2	2	6	5	2	4	3	2	4	4	0	0	1	1	0	0	0	0	3	2	1	7	5	0	5	5	4	5	13	2	3	2	2	10	4	4	4	4	7	2	6	6	7	5	8	4	4	3	6	7	2	3	1	3	3	6	5	5	9	3	3	4	3	3	4	4	5	3	6	3	6	5	3	3	5	0	0	3	1	2	2	0	2	0	4	1	3	1	3	6	1	0	2	6	0	3	1	1	2	3	5	0	1	2	2	0	0	1	3	3	1	0	5	0	3	0	1	2	0	4	2	1
G[Ins(T):R(0,4)]C	1	1	0	0	3	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	2	0	1	0	1	0	0	0	0	0	3	0	0	0	1	2	1	0	1	0	0	0	5	0	1	1	0	3	1	0	0	0	0	0	1	0	0	0	0	3	2	0	0	0	1	0	1	2	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	2	0	1	1	1	0	0	0	0	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	1	1	4	1	2	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	3	6	1	1	2	1	6	0	0	0	0	1	1	4	2	3	4	4	0	0	2	0	0	1	2	1	1	0	2	2	0	5	1	1	3	2	2	2	0	0	1	2	0	0	0	2	2	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	3	1	1	0
G[Ins(T):R(0,4)]G	1	1	2	0	1	0	0	1	0	0	0	2	0	0	0	0	1	0	1	0	1	0	2	2	1	0	0	0	0	0	1	0	0	1	5	1	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	0	1	2	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	0	4	0	0	2	1	4	1	1	3	0	1	2	7	2	0	0	0	3	1	1	1	2	2	2	0	3	2	1	1	1	2	1	1	0	1	1	1	3	1	1	2	5	2	0	1	3	0	3	2	1	0	0	4	2	1	3	4	0	1	0	2	4	2	1	3	0	0	2	0	0	3	2	1	2	4	0	1	2	1	1	2	2	2	1	4	0	1	0	3	0	0	0	2	1	0	1	1	1	2	0	14	1	1	2	1	1	1	1	0	0	1	1	2	2	1	4	3	0	2	3	3	4	4	1	2	8	4	3	6	2	1	3	1	1	0	4	2	4	5	5	4	4	2	2	0	0	9	4	4	2	2	1	3	3	4	1	2	4	4	3	0	0	1	1	0	3	0	1	1	0	0	2	1	0	3	0	0	1	3	0	2	2	0	0	2	3	0	0	2	1	0	0	1	0	1	0	0	1	0	2	0	0	1	1	2	1	0
A[Ins(T):R(5,7)]A	0	6	4	0	4	1	4	6	9	1	16	1	8	7	1	4	1	4	0	0	3	3	3	5	0	0	2	6	1	2	8	0	6	0	15	0	0	0	0	3	1	2	0	2	3	1	0	0	4	4	2	0	5	2	1	6	0	1	5	0	3	9	2	5	5	0	3	2	1	2	0	4	17	0	2	0	38	4	1	7	5	3	4	5	15	2	1	8	6	5	5	5	10	5	0	8	17	4	6	14	4	16	15	4	6	12	0	7	8	4	1	4	2	5	5	7	10	12	4	14	13	2	2	6	15	1	6	1	8	7	6	5	2	6	7	7	5	7	2	10	1	9	9	4	0	7	6	6	4	1	5	5	18	4	16	5	7	2	6	6	5	2	5	8	6	7	13	9	6	11	110	34	5	8	2	2	13	10	3	1	0	0	4	8	3	10	4	0	1	38	25	21	27	26	21	26	26	28	30	25	31	34	29	26	28	9	10	31	33	40	26	27	30	25	29	16	25	19	21	9	14	37	29	28	26	31	24	21	30	33	29	19	11	23	32	37	24	21	35	0	8	3	8	8	15	0	3	6	8	9	11	8	6	9	6	2	2	18	2	5	3	9	4	2	7	0	1	9	3	0	0	1	2	4	7	0	9	1	2	0	0	2	4	13	10	3
