MutationType	SP29914	SP31046	SP31334	SP30011	SP31174	SP32662	SP31126	SP32958	SP31422	SP33496	SP34005	SP30113	SP31030	SP33544	SP33688	SP30907	SP30185	SP33837	SP31790	SP30143	SP30071	SP30493	SP32014	SP30332	SP31814	SP29987	SP30083	SP32742	SP115162	SP29940	SP30843	SP32222	SP31190	SP30077	SP32694	SP33774	SP30093	SP33094	SP30803	SP30675	SP31854	SP31606	SP30213	SP32894	SP117260	SP117124	SP117932	SP117189	SP117217	SP117779	SP117376	SP117681	SP117408	SP118015	SP117509	SP117482	SP117003	CPCT02060034T	CPCT02020356T	CPCT02050063T	CPCT02030275T	CPCT02070033T	CPCT02030294T	CPCT02070038T	CPCT02080179T	CPCT02010866TII	CPCT02330133T	CPCT02050427T	DRUP01030028T	CPCT02080193T	CPCT02030556T	CPCT02120111T	CPCT02050341T	WIDE01010210T	WIDE01010208T	CPCT02290033T	CPCT02070323T	WIDE01010450T	CPCT02090049T	CPCT02010866T	CPCT02070363T	CPCT02060222T	CPCT02080251T	CPCT02070384T	CPCT02070386T	DRUP01070051T	CPCT02080137T	CPCT02080157T	CPCT02330128T	CPCT02070030T	DRUP01050009T	CPCT02070225T	CPCT02070230T	DRUP01070022T	DRUP01050010T	CPCT02050161T	CPCT02050174T	CPCT02050172T	CPCT02050186T	DRUP01070016T	CPCT02080120T	CPCT02030351T	CPCT02060119T	CPCT02080136T	DRUP01010035T	CPCT02070039T	CPCT02030302T	CPCT02070053T	CPCT02070065T	DRUP01070003T	CPCT02070099T	CPCT02020473T	DRUP01070009T	CPCT02030324T	CPCT02030330T	CPCT02050151T	CPCT02070128T	CPCT02080099T	DRUP01030004T	CPCT02070265T	CPCT02080040T	WIDE01010705T
G[Del(T):R5]G	4	0	1	0	2	2	0	1	1	1	1	8	2	3	5	0	0	0	1	0	4	0	0	4	0	2	0	3	0	0	0	0	4	0	1	1	1	2	0	5	1	0	2	0	2	1	1	1	0	0	2	0	0	0	3	1	2	0	3	4	0	0	0	1	2	8	2	1	1	2	1	1	1	0	1	1	1	2	0	6	2	1	0	0	1	0	3	65	2	0	1	0	0	3	1	2	1	0	2	1	1	2	1	2	0	0	0	0	0	1	0	1	1	1	2	1	1	2	0	2	0	1
G[Del(T):R6]A	2	1	2	1	0	2	5	1	1	2	1	4	0	1	1	0	0	0	1	0	1	0	1	1	0	2	0	0	1	2	0	0	2	0	0	1	0	2	2	2	1	0	1	0	0	0	0	0	0	0	5	0	1	2	1	5	0	1	0	0	0	0	1	0	2	2	1	0	5	0	1	0	0	1	1	1	0	2	0	2	0	0	1	1	0	0	1	146	0	0	1	2	0	2	0	0	1	1	0	1	0	1	0	1	0	1	1	0	2	0	0	0	1	1	0	1	1	0	2	0	1	0
G[Del(T):R6]C	4	1	0	0	2	0	1	1	1	1	1	2	2	2	0	1	0	1	0	0	3	1	2	3	0	0	1	2	0	1	0	0	3	1	3	0	1	2	1	3	3	0	0	0	0	0	1	0	0	0	4	0	0	1	2	0	0	0	0	1	1	0	1	1	1	1	1	1	0	1	0	1	0	0	4	1	1	3	2	1	1	0	2	0	0	0	0	99	0	0	0	0	2	2	0	0	0	3	1	0	0	1	0	2	0	0	1	0	0	0	0	0	0	2	1	0	0	0	1	1	0	0
G[Del(T):R6]G	5	0	2	2	0	1	1	0	2	1	0	4	2	2	1	0	0	0	0	1	1	0	0	1	0	3	0	2	0	2	1	0	2	2	1	0	1	1	0	2	1	0	2	0	1	0	2	0	0	1	3	0	0	2	1	1	0	0	0	1	3	0	2	1	2	4	1	1	1	2	1	0	1	0	1	2	0	2	1	4	1	0	2	0	3	0	1	84	0	0	0	1	0	1	0	0	2	0	3	0	1	3	0	1	0	0	1	1	0	0	0	0	1	1	1	0	0	0	2	0	2	0
G[Del(T):R7]A	1	0	1	0	3	0	3	0	1	4	1	1	6	0	3	0	0	0	1	0	1	0	0	2	0	1	1	1	0	1	0	0	0	1	2	0	1	2	1	2	2	1	0	1	0	0	0	0	0	0	10	0	0	0	0	2	1	0	0	0	1	0	1	1	0	1	0	2	1	1	2	0	1	0	2	0	0	2	1	0	1	0	1	1	1	1	3	250	0	0	2	1	0	1	0	2	0	1	1	0	0	3	0	1	0	0	0	1	0	1	0	0	0	4	3	0	0	1	1	0	1	1
G[Del(T):R7]C	5	0	2	0	0	0	2	0	1	6	0	1	3	1	5	3	0	0	1	0	2	1	1	2	0	3	3	1	0	2	2	0	3	2	1	0	0	3	0	2	2	0	1	0	0	1	3	0	0	3	6	0	0	0	3	3	2	1	1	0	1	0	1	0	1	0	1	0	0	2	2	1	0	0	4	0	2	0	0	1	0	0	2	1	2	1	1	212	1	0	2	0	0	1	1	2	0	4	4	1	0	1	0	2	0	2	0	1	1	0	1	0	1	4	0	0	1	3	1	2	3	1
G[Del(T):R7]G	2	0	0	0	0	1	2	0	3	2	1	3	0	0	1	1	0	0	1	1	0	0	1	2	0	0	0	1	0	1	0	0	2	2	1	0	0	0	0	0	3	0	0	0	0	3	4	0	0	1	5	0	0	0	3	1	2	0	1	0	0	0	0	0	0	4	1	2	0	1	4	0	1	0	1	0	0	0	0	1	1	1	1	0	1	1	0	248	0	0	1	1	1	1	0	0	0	0	3	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	2	0	1
G[Del(T):R8]A	3	0	0	0	0	0	0	0	1	3	0	2	2	0	2	0	0	0	2	0	4	0	0	3	1	2	0	0	0	0	0	0	0	1	0	0	2	1	0	2	1	0	2	0	0	2	1	1	0	1	9	1	0	2	5	5	0	0	0	1	0	1	0	0	1	2	0	1	0	0	4	0	0	1	5	0	1	1	0	2	1	0	2	2	3	1	3	484	0	0	2	0	0	0	1	1	0	3	4	0	0	0	1	2	0	0	1	0	0	0	0	0	0	6	0	2	0	1	0	4	3	0
G[Del(T):R8]C	4	0	0	0	1	3	2	0	1	3	1	0	5	2	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	4	2	0	4	0	0	0	1	0	0	0	1	2	0	0	0	0	7	0	0	2	4	5	2	0	0	0	1	0	2	0	2	2	1	1	1	1	1	0	0	0	5	1	0	3	0	2	1	0	3	1	1	1	7	334	1	0	0	0	0	4	0	0	0	4	4	0	0	0	3	0	0	1	0	1	0	0	0	0	4	4	3	0	0	4	2	0	4	1
G[Del(T):R8]G	3	1	0	1	0	0	1	0	2	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	1	1	0	1	1	0	1	2	0	0	0	0	3	0	0	0	1	9	1	0	0	4	1	1	0	1	1	0	0	0	1	0	2	1	1	0	0	6	0	0	1	4	0	0	3	1	1	3	0	3	1	4	1	3	362	0	0	0	2	0	3	0	1	0	3	3	0	0	2	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
G[Del(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R0]A	1	1	1	1	0	2	2	3	6	2	0	6	0	4	5	3	0	0	2	0	0	0	0	6	1	1	3	1	0	0	0	0	1	2	2	0	0	3	1	12	1	3	0	0	0	0	2	0	0	1	3	0	0	1	2	2	1	0	0	0	3	0	2	0	10	6	2	33	1	9	9	0	0	0	1	2	0	3	0	2	1	1	3	1	35	0	10	39	0	0	4	0	0	1	0	2	0	1	3	2	3	3	1	1	0	0	2	3	0	0	0	0	2	2	1	1	2	4	3	2	4	1
A[Ins(C):R0]G	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	2	1	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	4	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
A[Ins(C):R0]T	0	0	0	0	2	1	0	0	0	3	0	5	0	1	3	0	0	0	0	0	1	0	0	2	0	2	0	2	1	0	0	0	0	0	0	0	0	1	0	11	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	3	0	8	5	1	21	1	4	2	0	0	0	0	1	0	0	0	4	0	0	2	1	29	0	5	10	0	0	0	1	1	0	0	0	0	0	2	0	0	2	0	0	0	0	1	3	0	0	0	0	0	0	1	1	0	1	3	4	6	0
A[Ins(C):R1]A	1	0	0	1	0	1	1	2	0	0	0	5	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	2	4	1	1	2	2	1	0	0	0	1	0	0	0	0	4	1	0	0	0	5	1	0	3	1	0	1	1	0	0	0	0	0	3	0	0	1	2	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0
A[Ins(C):R1]G	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0
A[Ins(C):R1]T	0	0	0	0	0	1	4	0	1	1	0	1	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	2	0	1	4	0	0	0	0	2	1	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
A[Ins(C):R2]A	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	2	0	2	0	1	2	1	0	0	0	1	2	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	1	0	0	0
A[Ins(C):R2]G	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A[Ins(C):R2]T	0	0	0	1	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	6	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	2	0	0	1	0	0	0	0	0
A[Ins(C):R3]A	1	0	2	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	2	4	1	0	1	0	0	0	0	1	0	1	2	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
A[Ins(C):R3]G	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R3]T	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	1	7	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0
A[Ins(C):R4]A	1	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	5	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	8	1	0	0	0	0	2	0	0	0	2	5	0	0	0	2	1	1	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	4	0	0	24	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0
A[Ins(C):R4]G	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	1	0	2	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A[Ins(C):R4]T	2	1	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	12	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0
A[Ins(C):R5]A	1	0	0	0	0	0	1	0	0	0	0	4	1	0	0	0	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	20	2	0	1	1	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0
A[Ins(C):R5]G	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R5]T	1	0	0	0	0	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R6]A	0	0	0	0	0	0	2	0	0	0	0	2	2	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	2	1	0	0	1	2	1	1	0	0	0	0	1	4	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	22	0	0	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R6]G	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1
A[Ins(C):R6]T	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	7	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
A[Ins(C):R7]A	3	1	1	1	0	3	2	1	1	2	0	1	5	1	2	2	0	1	0	0	2	0	1	0	0	2	2	2	0	1	0	0	1	1	1	2	0	1	1	1	2	2	0	0	0	1	0	0	0	0	5	0	0	0	3	3	0	0	0	0	0	1	1	1	0	2	1	2	1	3	1	0	0	2	1	0	0	0	2	1	1	0	4	0	1	0	1	69	1	0	4	2	0	0	0	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	2	0	0	2	0
A[Ins(C):R7]G	0	1	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	2	0	0	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R7]T	0	0	0	0	0	0	1	1	0	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	2	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0
A[Ins(C):R8]A	0	0	0	0	1	2	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	3	1	0	1	0	1	1	0	1	0	0	1	1	0	0	0	1	0	0	0	2	0	0	0	0	0	1	2	1	0	0	2	0	1	1	2	2	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	49	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	2	0	0	0	0	1	1	0	1	2
A[Ins(C):R8]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A[Ins(C):R8]T	0	1	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	11	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R0]A	1	0	0	0	1	1	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	44	0	4	0	0	2	1	1	1	0	0	0	1	0	2	0	0	0	0	0	1	0	1	5	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	5
G[Ins(C):R0]G	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	2	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1
G[Ins(C):R0]T	1	1	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	4	1	1	0	1	1	0	0	0	1	0	0	0	0	3	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1
G[Ins(C):R1]A	1	0	0	0	0	1	1	0	0	0	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	2	0	0	11	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0	1	0	0	2	0	1	2
G[Ins(C):R1]G	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
G[Ins(C):R1]T	0	0	1	0	0	1	1	0	2	1	1	1	0	0	2	2	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	2	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	1	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0
G[Ins(C):R2]A	0	0	0	1	1	1	2	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0	0	0	0	0	0	1	2	0	1	0	1	0	0	0	0
G[Ins(C):R2]G	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
